"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0243","GENE0243_HUMAN","P14561","Protein GENE0243",-0.5365,1,0.929091,0,0.0319,6,3,FALSE,FALSE,FALSE
"GENE2143","GENE2143_HUMAN","P29198","Protein GENE2143",-0.0949,1,0.615498,0,0.2108,2,2,FALSE,FALSE,FALSE
"GENE2880","GENE2880_HUMAN","P58691","Protein GENE2880",-0.4622,1,0.469943,0,0.328,4,5,FALSE,FALSE,FALSE
"GENE1636","GENE1636_HUMAN","P52832","Protein GENE1636",-1.1807,0.619459,0.45382,0.0242,0.3431,4,5,FALSE,TRUE,FALSE
"GENE2519","GENE2519_HUMAN","P04340","Protein GENE2519",0.3503,1,0.534107,0,0.2724,2,4,FALSE,FALSE,FALSE
"GENE2271","GENE2271_HUMAN","P02119","Protein GENE2271",0.2477,0.492848,0.376026,0,0.4248,3,2,FALSE,FALSE,FALSE
"GENE1889","GENE1889_HUMAN","P67110","Protein GENE1889",0.3268,1,0.925486,0,0.0336,4,3,FALSE,FALSE,FALSE
"GENE1514","GENE1514_HUMAN","P52941","Protein GENE1514",0.6425,1,0.581348,0,0.2356,2,3,FALSE,TRUE,FALSE
"GENE1229","GENE1229_HUMAN","P34371","Protein GENE1229",0.05,0.169445,0.065027,0.5996,1.1869,2,6,FALSE,FALSE,FALSE
"GENE0962","GENE0962_HUMAN","P43275","Protein GENE0962",0.2611,1,0.851796,0,0.0697,3,6,FALSE,FALSE,FALSE
"GENE0213","GENE0213_HUMAN","P11715","Protein GENE0213",-0.3615,1,0.77868,0,0.1086,3,6,FALSE,FALSE,FALSE
"GENE2718","GENE2718_HUMAN","P70830","Protein GENE2718",0.2505,0.540977,0.148903,0.5463,0.8271,5,5,FALSE,FALSE,FALSE
"GENE2369","GENE2369_HUMAN","P86791","Protein GENE2369",0.3557,1,0.430673,0,0.3659,3,3,FALSE,FALSE,FALSE
"GENE0171","GENE0171_HUMAN","P36992","Protein GENE0171",4.0021,0.051804,0.01529,1.3001,1.8156,3,6,FALSE,FALSE,TRUE
"GENE2123","GENE2123_HUMAN","P82058","Protein GENE2123",0.248,0.895284,0.299893,0.2033,0.523,2,2,FALSE,TRUE,FALSE
"GENE0523","GENE0523_HUMAN","P88976","Protein GENE0523",0.3093,1,0.747772,0,0.1262,3,3,FALSE,FALSE,FALSE
"GENE0644","GENE0644_HUMAN","P71254","Protein GENE0644",0.6614,0.006793,0.002375,1.9864,2.6244,6,6,FALSE,FALSE,TRUE
"GENE1557","GENE1557_HUMAN","P35400","Protein GENE1557",0.2467,1,0.943628,0,0.0252,5,3,FALSE,FALSE,FALSE
"GENE1917","GENE1917_HUMAN","P84856","Protein GENE1917",-0.4352,1,0.836811,0,0.0774,4,2,FALSE,FALSE,FALSE
"GENE0196","GENE0196_HUMAN","P23375","Protein GENE0196",-0.3792,0.776138,0.166702,0.1918,0.7781,4,4,FALSE,FALSE,FALSE
"GENE0757","GENE0757_HUMAN","P37205","Protein GENE0757",-3.1333,0.219606,0.044632,0.763,1.3504,2,3,FALSE,TRUE,TRUE
"GENE0404","GENE0404_HUMAN","P03802","Protein GENE0404",2.6278,0.092316,0.025528,1.3867,1.593,6,3,FALSE,FALSE,TRUE
"GENE0580","GENE0580_HUMAN","P18102","Protein GENE0580",-0.0884,1,0.942579,0,0.0257,5,6,FALSE,FALSE,FALSE
"GENE0020","GENE0020_HUMAN","P60846","Protein GENE0020",-0.093,1,0.315067,0,0.5016,5,5,TRUE,FALSE,FALSE
"GENE1519","GENE1519_HUMAN","P13409","Protein GENE1519",0.0434,1,0.568787,0.1014,0.2451,3,4,FALSE,FALSE,FALSE
"GENE0664","GENE0664_HUMAN","P10750","Protein GENE0664",-0.4133,0.725602,0.154814,0.7859,0.8102,5,4,FALSE,FALSE,FALSE
"GENE0767","GENE0767_HUMAN","P09990","Protein GENE0767",0.2156,0.792264,0.211487,0,0.6747,2,5,FALSE,TRUE,FALSE
"GENE1773","GENE1773_HUMAN","P57079","Protein GENE1773",2.9349,0.107114,0.030902,1.3125,1.51,5,5,TRUE,FALSE,TRUE
"GENE1412","GENE1412_HUMAN","P41810","Protein GENE1412",-0.3157,0.608019,0.209201,0.3016,0.6794,5,6,TRUE,FALSE,FALSE
"GENE0921","GENE0921_HUMAN","P11916","Protein GENE0921",2.5986,0.059025,0.025135,1.1174,1.5997,6,3,FALSE,FALSE,TRUE
"GENE1458","GENE1458_HUMAN","P03620","Protein GENE1458",-0.2683,1,0.93272,0,0.0302,5,3,FALSE,FALSE,FALSE
"GENE0751","GENE0751_HUMAN","P11252","Protein GENE0751",-0.1783,0.092994,0.071397,0.6369,1.1463,5,5,FALSE,FALSE,FALSE
"GENE2485","GENE2485_HUMAN","P01613","Protein GENE2485",-0.1415,1,0.681631,0,0.1665,5,5,TRUE,FALSE,FALSE
"GENE1007","GENE1007_HUMAN","P33298","Protein GENE1007",0.1142,1,0.820944,0,0.0857,5,4,FALSE,FALSE,FALSE
"GENE1779","GENE1779_HUMAN","P43417","Protein GENE1779",0.4662,0.241377,0.135978,0.7142,0.8665,6,2,FALSE,FALSE,FALSE
"GENE0622","GENE0622_HUMAN","P63025","Protein GENE0622",-0.496,1,0.370138,0.109,0.4316,6,2,FALSE,FALSE,FALSE
"GENE2261","GENE2261_HUMAN","P45479","Protein GENE2261",-0.3498,1,0.329842,0,0.4817,5,2,FALSE,FALSE,FALSE
"GENE1236","GENE1236_HUMAN","P30216","Protein GENE1236",0.2363,1,0.4416,0,0.355,6,3,FALSE,FALSE,FALSE
"GENE2365","GENE2365_HUMAN","P00942","Protein GENE2365",-0.1615,0.874774,0.834122,0,0.0788,2,2,FALSE,FALSE,FALSE
"GENE2147","GENE2147_HUMAN","P22921","Protein GENE2147",0.121,1,0.921731,0,0.0354,3,5,FALSE,FALSE,FALSE
"GENE2749","GENE2749_HUMAN","P45049","Protein GENE2749",0.7561,1,0.738167,0,0.1318,6,4,TRUE,FALSE,FALSE
"GENE0517","GENE0517_HUMAN","P51737","Protein GENE0517",-0.6073,0.638322,0.249247,0.0678,0.6034,2,5,FALSE,FALSE,FALSE
"GENE2286","GENE2286_HUMAN","P77884","Protein GENE2286",0.4411,0.116561,0.092827,0.4421,1.0323,3,5,FALSE,FALSE,FALSE
"GENE0036","GENE0036_HUMAN","P42688","Protein GENE0036",0.2365,1,0.807112,0,0.0931,5,4,FALSE,FALSE,FALSE
"GENE0838","GENE0838_HUMAN","P09143","Protein GENE0838",-1.0772,1,0.537494,0,0.2696,2,6,FALSE,FALSE,FALSE
"GENE1195","GENE1195_HUMAN","P44616","Protein GENE1195",3.3176,0.182125,0.046976,0.7271,1.3281,6,3,TRUE,FALSE,TRUE
"GENE0445","GENE0445_HUMAN","P94816","Protein GENE0445",0.4528,1,0.554455,0,0.2561,3,3,FALSE,TRUE,FALSE
"GENE0006","GENE0006_HUMAN","P77015","Protein GENE0006",-0.2661,1,0.291657,0,0.5351,5,4,TRUE,FALSE,FALSE
"GENE2347","GENE2347_HUMAN","P87646","Protein GENE2347",0.3689,0.429418,0.33566,0.0143,0.4741,3,3,FALSE,FALSE,FALSE
"GENE1598","GENE1598_HUMAN","P01375","Protein GENE1598",0.1285,1,0.472589,0,0.3255,4,6,FALSE,FALSE,FALSE
"GENE2897","GENE2897_HUMAN","P15109","Protein GENE2897",-0.727,0.808273,0.254984,0.3988,0.5935,3,2,FALSE,FALSE,FALSE
"GENE2154","GENE2154_HUMAN","P00886","Protein GENE2154",-0.0126,1,0.460679,0,0.3366,2,5,FALSE,FALSE,FALSE
"GENE0044","GENE0044_HUMAN","P56274","Protein GENE0044",-0.367,1,0.750672,0,0.1246,2,6,FALSE,FALSE,FALSE
"GENE2399","GENE2399_HUMAN","P94368","Protein GENE2399",0.1822,1,0.712671,0,0.1471,3,6,FALSE,FALSE,FALSE
"GENE1903","GENE1903_HUMAN","P72693","Protein GENE1903",0.2244,1,0.598102,0,0.2232,5,5,FALSE,FALSE,FALSE
"GENE1378","GENE1378_HUMAN","P32888","Protein GENE1378",-0.7865,1,0.781212,0.0888,0.1072,6,2,FALSE,FALSE,FALSE
"GENE2094","GENE2094_HUMAN","P21865","Protein GENE2094",-0.2045,1,0.605603,0,0.2178,5,5,FALSE,FALSE,FALSE
"GENE0780","GENE0780_HUMAN","P32407","Protein GENE0780",-0.3822,1,0.617894,0,0.2091,2,3,FALSE,FALSE,FALSE
"GENE2785","GENE2785_HUMAN","P49017","Protein GENE2785",0.1726,1,0.89802,0,0.0467,4,3,FALSE,TRUE,FALSE
"GENE1142","GENE1142_HUMAN","P80345","Protein GENE1142",-0.5684,1,0.358806,0.317,0.4451,3,2,FALSE,FALSE,FALSE
"GENE1133","GENE1133_HUMAN","P07631","Protein GENE1133",-0.0831,0.460817,0.126886,0.2247,0.8966,6,6,FALSE,FALSE,FALSE
"GENE2825","GENE2825_HUMAN","P64841","Protein GENE2825",0.1617,0.943253,0.634386,0,0.1976,4,6,FALSE,FALSE,FALSE
"GENE0263","GENE0263_HUMAN","P77227","Protein GENE0263",-0.0834,1,0.972647,0,0.012,3,3,FALSE,FALSE,FALSE
"GENE2417","GENE2417_HUMAN","P01615","Protein GENE2417",0.0653,1,0.684748,0,0.1645,2,4,FALSE,FALSE,FALSE
"GENE1394","GENE1394_HUMAN","P72711","Protein GENE1394",0.6423,1,0.485694,0,0.3136,4,5,FALSE,FALSE,FALSE
"GENE2859","GENE2859_HUMAN","P12039","Protein GENE2859",0.5903,0.270315,0.085395,0.4992,1.0686,5,2,FALSE,FALSE,FALSE
"GENE1744","GENE1744_HUMAN","P24564","Protein GENE1744",1.2068,0.096046,0.047286,0.8299,1.3253,4,2,FALSE,FALSE,TRUE
"GENE1904","GENE1904_HUMAN","P58148","Protein GENE1904",0.0071,1,0.270347,0.4558,0.5681,4,6,FALSE,FALSE,FALSE
"GENE0762","GENE0762_HUMAN","P59578","Protein GENE0762",-0.4398,1,0.453925,0.0728,0.343,6,5,FALSE,FALSE,FALSE
"GENE0765","GENE0765_HUMAN","P68697","Protein GENE0765",0.5255,1,0.475035,0.0975,0.3233,5,3,FALSE,FALSE,FALSE
"GENE0810","GENE0810_HUMAN","P70693","Protein GENE0810",0.1906,0.568305,0.458759,0,0.3384,4,6,FALSE,FALSE,FALSE
"GENE0832","GENE0832_HUMAN","P55546","Protein GENE0832",0.7968,1,0.660979,0,0.1798,3,6,FALSE,FALSE,FALSE
"GENE2594","GENE2594_HUMAN","P70065","Protein GENE2594",-0.6124,1,0.326405,0.0517,0.4862,3,4,FALSE,FALSE,FALSE
"GENE1616","GENE1616_HUMAN","P34468","Protein GENE1616",-0.0248,0.608685,0.291552,0.1796,0.5353,5,3,FALSE,FALSE,FALSE
"GENE1269","GENE1269_HUMAN","P14811","Protein GENE1269",0.1008,1,0.678038,0,0.1687,4,6,FALSE,FALSE,FALSE
"GENE2466","GENE2466_HUMAN","P18514","Protein GENE2466",-0.0183,1,0.655047,0,0.1837,2,4,FALSE,FALSE,FALSE
"GENE2169","GENE2169_HUMAN","P42530","Protein GENE2169",-0.0939,0.78244,0.297456,0,0.5266,5,4,TRUE,FALSE,FALSE
"GENE1709","GENE1709_HUMAN","P13338","Protein GENE1709",-0.3758,1,0.410104,0,0.3871,5,5,TRUE,FALSE,FALSE
"GENE1058","GENE1058_HUMAN","P09483","Protein GENE1058",0.0401,1,0.955417,0,0.0198,4,6,FALSE,FALSE,FALSE
"GENE1543","GENE1543_HUMAN","P72362","Protein GENE1543",-0.2168,1,0.690324,0,0.1609,3,5,FALSE,FALSE,FALSE
"GENE1633","GENE1633_HUMAN","P38443","Protein GENE1633",0.3158,1,0.366411,0,0.436,4,5,FALSE,FALSE,FALSE
"GENE2063","GENE2063_HUMAN","P06782","Protein GENE2063",0.349,0.220683,0.062099,0.966,1.2069,6,6,FALSE,FALSE,FALSE
"GENE1303","GENE1303_HUMAN","P21952","Protein GENE1303",-0.6329,0.85188,0.712814,0.0538,0.147,3,5,FALSE,FALSE,FALSE
"GENE0247","GENE0247_HUMAN","P09095","Protein GENE0247",-0.5669,0.258407,0.165759,0.5182,0.7805,4,5,FALSE,FALSE,FALSE
"GENE0628","GENE0628_HUMAN","P46210","Protein GENE0628",-0.0011,0.282977,0.061574,0.5621,1.2106,6,4,FALSE,FALSE,FALSE
"GENE2756","GENE2756_HUMAN","P36528","Protein GENE2756",0.0688,0.604911,0.163441,0.2165,0.7866,6,2,FALSE,FALSE,FALSE
"GENE2663","GENE2663_HUMAN","P37709","Protein GENE2663",-0.5094,1,0.665539,0,0.1768,3,2,FALSE,FALSE,FALSE
"GENE1211","GENE1211_HUMAN","P22787","Protein GENE1211",-0.4032,0.952843,0.683211,0,0.1654,2,6,FALSE,FALSE,FALSE
"GENE2571","GENE2571_HUMAN","P80054","Protein GENE2571",0.1149,1,0.854257,0,0.0684,6,3,TRUE,FALSE,FALSE
"GENE1151","GENE1151_HUMAN","P13867","Protein GENE1151",0.0519,0.900507,0.183806,0.4722,0.7356,4,4,FALSE,FALSE,FALSE
"GENE2164","GENE2164_HUMAN","P15799","Protein GENE2164",-0.4303,1,0.503052,0,0.2984,2,2,FALSE,FALSE,FALSE
"GENE0924","GENE0924_HUMAN","P84723","Protein GENE0924",-0.0392,0.775378,0.633599,0,0.1982,2,4,FALSE,FALSE,FALSE
"GENE2669","GENE2669_HUMAN","P08953","Protein GENE2669",-0.5408,1,0.758666,0.0109,0.1199,6,4,FALSE,FALSE,FALSE
"GENE0389","GENE0389_HUMAN","P54145","Protein GENE0389",0.0616,0.12437,0.08032,0.6307,1.0952,2,4,FALSE,FALSE,FALSE
"GENE2468","GENE2468_HUMAN","P97284","Protein GENE2468",-0.3672,0.81158,0.546861,0,0.2621,6,4,FALSE,FALSE,FALSE
"GENE1807","GENE1807_HUMAN","P46283","Protein GENE1807",0.0344,0.723722,0.285719,0,0.5441,5,3,FALSE,FALSE,FALSE
"GENE0287","GENE0287_HUMAN","P54989","Protein GENE0287",0.2319,1,0.318579,0.266,0.4968,4,6,FALSE,FALSE,FALSE
"GENE1391","GENE1391_HUMAN","P00799","Protein GENE1391",0.0466,1,0.404886,0,0.3927,2,3,FALSE,FALSE,FALSE
"GENE1734","GENE1734_HUMAN","P89235","Protein GENE1734",0.8054,0.211774,0.210931,0.2278,0.6759,3,5,FALSE,FALSE,FALSE
"GENE0027","GENE0027_HUMAN","P02118","Protein GENE0027",0.1064,1,0.812494,0,0.0902,6,5,FALSE,FALSE,FALSE
"GENE0906","GENE0906_HUMAN","P21273","Protein GENE0906",0.4162,0.287721,0.060752,0.6903,1.2164,3,3,FALSE,FALSE,FALSE
"GENE0726","GENE0726_HUMAN","P34349","Protein GENE0726",-0.2786,1,0.956903,0,0.0191,5,6,FALSE,FALSE,FALSE
"GENE1964","GENE1964_HUMAN","P05797","Protein GENE1964",-0.2165,1,0.795982,0,0.0991,5,4,TRUE,FALSE,FALSE
"GENE2355","GENE2355_HUMAN","P91295","Protein GENE2355",0.1815,1,0.637109,0,0.1958,5,3,TRUE,FALSE,FALSE
"GENE1050","GENE1050_HUMAN","P14492","Protein GENE1050",-0.1354,1,0.834148,0,0.0788,5,3,FALSE,FALSE,FALSE
"GENE1900","GENE1900_HUMAN","P74735","Protein GENE1900",-0.3431,0.522734,0.458211,0.0573,0.3389,5,3,TRUE,FALSE,FALSE
"GENE1597","GENE1597_HUMAN","P83194","Protein GENE1597",0.3751,1,0.650509,0,0.1867,2,5,FALSE,FALSE,FALSE
"GENE0378","GENE0378_HUMAN","P55691","Protein GENE0378",-0.022,0.76365,0.281485,0,0.5505,5,6,FALSE,FALSE,FALSE
"GENE0427","GENE0427_HUMAN","P61545","Protein GENE0427",2.0866,0.095418,0.025418,1.4651,1.5949,6,6,TRUE,FALSE,TRUE
"GENE0827","GENE0827_HUMAN","P34665","Protein GENE0827",-0.1065,1,0.898998,0,0.0462,3,6,FALSE,FALSE,FALSE
"GENE2412","GENE2412_HUMAN","P19673","Protein GENE2412",-0.2418,1,0.578125,0,0.238,2,3,FALSE,TRUE,FALSE
"GENE2390","GENE2390_HUMAN","P41128","Protein GENE2390",1.9386,0.129345,0.030254,1.2375,1.5192,2,2,FALSE,TRUE,TRUE
"GENE0242","GENE0242_HUMAN","P04961","Protein GENE0242",0.1168,1,0.699971,0,0.1549,3,6,FALSE,FALSE,FALSE
"STK3","STK3_HUMAN","P75163","Protein STK3",0.2235,1,0.435314,0.0701,0.3612,2,5,FALSE,FALSE,FALSE
"GENE2196","GENE2196_HUMAN","P25588","Protein GENE2196",-0.5542,1,0.41374,0.135,0.3833,6,2,FALSE,FALSE,FALSE
"GENE1224","GENE1224_HUMAN","P39828","Protein GENE1224",-0.4204,1,0.888853,0,0.0512,3,5,FALSE,FALSE,FALSE
"GENE0153","GENE0153_HUMAN","P18514","Protein GENE0153",-0.7933,0.263859,0.186581,0.6904,0.7291,5,3,TRUE,FALSE,FALSE
"GENE2733","GENE2733_HUMAN","P83322","Protein GENE2733",-0.0994,0.16997,0.075085,0.5238,1.1244,6,2,FALSE,FALSE,FALSE
"GENE0901","GENE0901_HUMAN","P79651","Protein GENE0901",-0.3341,1,0.273344,0.1551,0.5633,2,5,TRUE,FALSE,FALSE
"GENE1095","GENE1095_HUMAN","P70390","Protein GENE1095",-3.0953,0.038899,0.009582,1.4041,2.0186,2,4,FALSE,FALSE,TRUE
"GENE2309","GENE2309_HUMAN","P41109","Protein GENE2309",0.1141,0.291448,0.085993,0.6486,1.0655,3,4,FALSE,FALSE,FALSE
"GENE0495","GENE0495_HUMAN","P58291","Protein GENE0495",-0.6793,0.900092,0.414222,0,0.3828,4,4,FALSE,TRUE,FALSE
"GENE2397","GENE2397_HUMAN","P66285","Protein GENE2397",0.0885,0.268523,0.092852,0.6184,1.0322,5,6,FALSE,FALSE,FALSE
"GENE0853","GENE0853_HUMAN","P62664","Protein GENE0853",-0.0853,1,0.978258,0,0.0095,6,4,FALSE,FALSE,FALSE
"GENE2828","GENE2828_HUMAN","P24226","Protein GENE2828",-0.1581,0.889781,0.768142,0,0.1146,5,5,TRUE,FALSE,FALSE
"GENE0368","GENE0368_HUMAN","P36597","Protein GENE0368",-0.0712,0.846932,0.178963,0.0596,0.7472,4,6,FALSE,FALSE,FALSE
"GENE2337","GENE2337_HUMAN","P68315","Protein GENE2337",0.3285,0.626391,0.151057,0.32,0.8209,2,3,FALSE,FALSE,FALSE
"GENE0614","GENE0614_HUMAN","P62498","Protein GENE0614",-0.4046,0.652547,0.465438,0,0.3321,3,6,TRUE,FALSE,FALSE
"GENE1045","GENE1045_HUMAN","P36701","Protein GENE1045",-0.0928,1,0.487461,0.2655,0.3121,5,6,FALSE,FALSE,FALSE
"GENE0884","GENE0884_HUMAN","P35905","Protein GENE0884",0.623,1,0.704502,0,0.1521,2,3,FALSE,FALSE,FALSE
"GENE1908","GENE1908_HUMAN","P42704","Protein GENE1908",0.8617,1,0.703132,0,0.153,4,5,FALSE,TRUE,FALSE
"GENE1537","GENE1537_HUMAN","P33722","Protein GENE1537",-0.0886,1,0.415867,0,0.381,6,5,FALSE,FALSE,FALSE
"GENE1036","GENE1036_HUMAN","P49671","Protein GENE1036",0.4342,0.248603,0.102276,0.331,0.9902,3,3,FALSE,FALSE,FALSE
"GENE1604","GENE1604_HUMAN","P67730","Protein GENE1604",0.2841,1,0.469254,0,0.3286,5,3,FALSE,FALSE,FALSE
"GENE2618","GENE2618_HUMAN","P46242","Protein GENE2618",0.3937,1,0.684582,0,0.1646,4,6,FALSE,FALSE,FALSE
"GENE1757","GENE1757_HUMAN","P66250","Protein GENE1757",0.3704,1,0.766163,0,0.1157,3,3,FALSE,FALSE,FALSE
"GENE0878","GENE0878_HUMAN","P17534","Protein GENE0878",0.5861,1,0.699909,0,0.155,5,3,FALSE,FALSE,FALSE
"GENE2706","GENE2706_HUMAN","P15542","Protein GENE2706",-0.4118,1,0.390019,0,0.4089,4,4,FALSE,FALSE,FALSE
"GENE2636","GENE2636_HUMAN","P38567","Protein GENE2636",-0.8025,1,0.669481,0,0.1743,6,5,FALSE,FALSE,FALSE
"GENE1826","GENE1826_HUMAN","P64197","Protein GENE1826",-0.1967,1,0.840545,0,0.0754,5,5,FALSE,FALSE,FALSE
"GENE2381","GENE2381_HUMAN","P88733","Protein GENE2381",-0.0874,1,0.326748,0.0351,0.4858,2,5,FALSE,FALSE,FALSE
"GENE2625","GENE2625_HUMAN","P40896","Protein GENE2625",0.3421,1,0.783738,0,0.1058,6,4,FALSE,FALSE,FALSE
"GENE0502","GENE0502_HUMAN","P39005","Protein GENE0502",-0.0547,0.664298,0.24612,0.2777,0.6089,3,3,FALSE,FALSE,FALSE
"GENE0420","GENE0420_HUMAN","P53864","Protein GENE0420",-0.2388,1,0.708798,0,0.1495,4,3,FALSE,FALSE,FALSE
"GENE2418","GENE2418_HUMAN","P53603","Protein GENE2418",-0.1614,1,0.668183,0,0.1751,3,3,FALSE,TRUE,FALSE
"GENE1979","GENE1979_HUMAN","P32783","Protein GENE1979",0.7101,1,0.945929,0,0.0241,4,4,TRUE,FALSE,FALSE
"GENE2580","GENE2580_HUMAN","P79834","Protein GENE2580",-0.2869,0.339238,0.072133,0.4487,1.1419,3,4,FALSE,FALSE,FALSE
"GENE1087","GENE1087_HUMAN","P33591","Protein GENE1087",-0.0505,1,0.762932,0,0.1175,3,4,FALSE,FALSE,FALSE
"GENE0249","GENE0249_HUMAN","P81708","Protein GENE0249",0.3616,0.183974,0.101082,0.5232,0.9953,4,2,FALSE,FALSE,FALSE
"GENE0485","GENE0485_HUMAN","P72865","Protein GENE0485",-0.609,0.924714,0.344991,0.3805,0.4622,4,5,FALSE,FALSE,FALSE
"GENE1558","GENE1558_HUMAN","P31472","Protein GENE1558",-0.2302,0.158471,0.137842,0.166,0.8606,6,4,FALSE,FALSE,FALSE
"ZNF598","ZNF598_HUMAN","P56234","Protein ZNF598",0.2235,1,0.483124,0.0287,0.3159,3,2,FALSE,FALSE,FALSE
"GENE2477","GENE2477_HUMAN","P87496","Protein GENE2477",0.235,1,0.497226,0,0.3034,6,5,FALSE,FALSE,FALSE
"GENE0138","GENE0138_HUMAN","P96754","Protein GENE0138",-0.467,1,0.827282,0,0.0823,5,2,FALSE,FALSE,FALSE
"GENE2509","GENE2509_HUMAN","P61928","Protein GENE2509",-0.2178,1,0.436723,0.0682,0.3598,4,4,FALSE,FALSE,FALSE
"GENE1154","GENE1154_HUMAN","P77681","Protein GENE1154",0.9672,1,0.652535,0,0.1854,5,2,FALSE,FALSE,FALSE
"GENE0537","GENE0537_HUMAN","P01466","Protein GENE0537",-0.373,0.859805,0.187517,0.1673,0.727,6,3,FALSE,FALSE,FALSE
"GENE2478","GENE2478_HUMAN","P76672","Protein GENE2478",-0.4103,0.313835,0.2539,0,0.5953,6,5,FALSE,FALSE,FALSE
"GENE0421","GENE0421_HUMAN","P23191","Protein GENE0421",-0.2754,1,0.80658,0,0.0934,6,5,FALSE,FALSE,FALSE
"GENE1479","GENE1479_HUMAN","P15721","Protein GENE1479",0.3972,1,0.576476,0,0.2392,6,4,FALSE,FALSE,FALSE
"GENE0951","GENE0951_HUMAN","P69484","Protein GENE0951",0.2202,1,0.623836,0.071,0.2049,2,4,FALSE,TRUE,FALSE
"GENE1370","GENE1370_HUMAN","P29868","Protein GENE1370",-0.5031,0.594598,0.172134,0.7464,0.7641,4,2,FALSE,FALSE,FALSE
"GENE2794","GENE2794_HUMAN","P15947","Protein GENE2794",-0.0507,1,0.704187,0,0.1523,6,3,FALSE,FALSE,FALSE
"GENE0331","GENE0331_HUMAN","P55633","Protein GENE0331",-0.039,1,0.891249,0,0.05,5,4,FALSE,FALSE,FALSE
"GENE2227","GENE2227_HUMAN","P48635","Protein GENE2227",0.0948,1,0.862134,0,0.0644,4,4,FALSE,FALSE,FALSE
"GENE0313","GENE0313_HUMAN","P70590","Protein GENE0313",-1.0285,0.046516,0.018664,1.1917,1.729,3,4,FALSE,FALSE,TRUE
"GENE1641","GENE1641_HUMAN","P99523","Protein GENE1641",-0.0252,0.545634,0.162694,0.6202,0.7886,3,2,FALSE,FALSE,FALSE
"GENE0730","GENE0730_HUMAN","P16670","Protein GENE0730",0.0921,0.722621,0.185728,0.2048,0.7311,5,6,FALSE,FALSE,FALSE
"GENE1802","GENE1802_HUMAN","P36597","Protein GENE1802",0.0363,0.271693,0.08003,0.4196,1.0967,3,6,TRUE,TRUE,FALSE
"GENE1995","GENE1995_HUMAN","P04166","Protein GENE1995",-0.2132,1,0.905668,0,0.043,6,3,FALSE,FALSE,FALSE
"GENE1252","GENE1252_HUMAN","P55410","Protein GENE1252",0.4553,1,0.713977,0,0.1463,2,4,TRUE,FALSE,FALSE
"GENE1693","GENE1693_HUMAN","P88650","Protein GENE1693",0.0929,1,0.552066,0.1455,0.258,2,5,FALSE,FALSE,FALSE
"GENE0273","GENE0273_HUMAN","P89670","Protein GENE0273",-0.1592,1,0.533927,0.142,0.2725,3,3,FALSE,FALSE,FALSE
"GENE1727","GENE1727_HUMAN","P07958","Protein GENE1727",0.1801,1,0.953006,0,0.0209,5,2,FALSE,FALSE,FALSE
"GENE0369","GENE0369_HUMAN","P91976","Protein GENE0369",-0.2801,0.841295,0.558505,0.0552,0.253,6,3,FALSE,FALSE,FALSE
"GENE1330","GENE1330_HUMAN","P49806","Protein GENE1330",0.4747,0.163958,0.104117,0.7611,0.9825,3,6,FALSE,FALSE,FALSE
"GENE2065","GENE2065_HUMAN","P07411","Protein GENE2065",-0.0803,0.916156,0.407999,0.1267,0.3893,4,5,FALSE,FALSE,FALSE
"DDX5","DDX5_HUMAN","P02392","Protein DDX5",-0.3742,1,0.341377,0.0168,0.4668,4,3,FALSE,FALSE,FALSE
"GENE0236","GENE0236_HUMAN","P72791","Protein GENE0236",0.0148,1,0.660128,0,0.1804,6,5,FALSE,FALSE,FALSE
"GENE2158","GENE2158_HUMAN","P69625","Protein GENE2158",0.1075,0.218471,0.082235,0.7583,1.0849,2,4,TRUE,FALSE,FALSE
"GENE1430","GENE1430_HUMAN","P26857","Protein GENE1430",0.0336,0.824739,0.239338,0.0561,0.621,2,2,FALSE,FALSE,FALSE
"GENE0115","GENE0115_HUMAN","P82861","Protein GENE0115",-0.0118,1,0.762698,0,0.1176,6,4,FALSE,FALSE,FALSE
"GENE2241","GENE2241_HUMAN","P68497","Protein GENE2241",0.3439,0.57187,0.171159,0.761,0.7666,6,2,FALSE,TRUE,FALSE
"GENE1390","GENE1390_HUMAN","P09372","Protein GENE1390",-0.327,1,0.695494,0,0.1577,2,3,FALSE,FALSE,FALSE
"GENE2345","GENE2345_HUMAN","P96136","Protein GENE2345",0.3653,0.300606,0.238121,0.0116,0.6232,2,6,FALSE,FALSE,FALSE
"GENE0849","GENE0849_HUMAN","P92691","Protein GENE0849",0.8021,1,0.677708,0,0.169,5,4,FALSE,FALSE,FALSE
"GENE1020","GENE1020_HUMAN","P26418","Protein GENE1020",0.1022,1,0.717646,0,0.1441,2,5,FALSE,TRUE,FALSE
"GENE2282","GENE2282_HUMAN","P91695","Protein GENE2282",0.2203,1,0.427088,0,0.3695,3,4,TRUE,FALSE,FALSE
"GENE0294","GENE0294_HUMAN","P34283","Protein GENE0294",0.0674,0.086579,0.077467,0.4672,1.1109,3,3,FALSE,FALSE,FALSE
"GENE1536","GENE1536_HUMAN","P83397","Protein GENE1536",0.1582,0.528598,0.140144,0.3447,0.8534,6,3,FALSE,TRUE,FALSE
