"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0812","GENE0812_HUMAN","P35024","Protein GENE0812",0.0763,0.249584,0.184132,0.1507,0.7349,4,2,TRUE,FALSE,FALSE
"GENE0729","GENE0729_HUMAN","P53248","Protein GENE0729",-0.4767,1,0.802342,0,0.0956,6,2,FALSE,FALSE,FALSE
"GENE1138","GENE1138_HUMAN","P42588","Protein GENE1138",-0.2088,0.729608,0.22135,0.0815,0.6549,3,5,FALSE,FALSE,FALSE
"GENE2442","GENE2442_HUMAN","P87593","Protein GENE2442",0.5441,0.328402,0.298593,0.3921,0.5249,3,4,FALSE,FALSE,FALSE
"GENE2078","GENE2078_HUMAN","P36617","Protein GENE2078",0.3236,1,0.763509,0,0.1172,2,3,FALSE,FALSE,FALSE
"GENE0713","GENE0713_HUMAN","P43292","Protein GENE0713",-0.6121,0.819508,0.404979,0,0.3926,5,5,FALSE,FALSE,FALSE
"GENE0184","GENE0184_HUMAN","P53958","Protein GENE0184",0.6055,1,0.847855,0,0.0717,3,3,FALSE,FALSE,FALSE
"GENE2676","GENE2676_HUMAN","P34174","Protein GENE2676",-0.0944,1,0.85015,0,0.0705,3,6,FALSE,FALSE,FALSE
"GENE0308","GENE0308_HUMAN","P23035","Protein GENE0308",-0.0031,1,0.757895,0,0.1204,6,5,FALSE,TRUE,FALSE
"GENE0792","GENE0792_HUMAN","P27296","Protein GENE0792",0.2647,0.934496,0.602747,0,0.2199,2,5,FALSE,FALSE,FALSE
"GENE0859","GENE0859_HUMAN","P18644","Protein GENE0859",0.0778,1,0.472498,0,0.3256,4,6,FALSE,FALSE,FALSE
"GENE2718","GENE2718_HUMAN","P55743","Protein GENE2718",-0.157,1,0.642329,0,0.1922,4,2,FALSE,FALSE,FALSE
"GENE2671","GENE2671_HUMAN","P75528","Protein GENE2671",0.1771,1,0.872733,0,0.0591,3,5,FALSE,FALSE,FALSE
"GENE2375","GENE2375_HUMAN","P72683","Protein GENE2375",-4e-04,1,0.94482,0,0.0247,6,4,FALSE,FALSE,FALSE
"WNK1","WNK1_HUMAN","P65805","Protein WNK1",2.7521,0.092271,0.027886,1.1079,1.5546,2,4,FALSE,FALSE,TRUE
"GENE0591","GENE0591_HUMAN","P99876","Protein GENE0591",0.1238,0.500886,0.287811,0,0.5409,6,3,FALSE,FALSE,FALSE
"GENE0679","GENE0679_HUMAN","P32069","Protein GENE0679",-0.2528,1,0.385767,0,0.4137,2,6,FALSE,FALSE,FALSE
"GENE1069","GENE1069_HUMAN","P66068","Protein GENE1069",2.9734,0.052496,0.03506,0.9716,1.4552,3,5,TRUE,FALSE,TRUE
"GENE1154","GENE1154_HUMAN","P02735","Protein GENE1154",4.0795,0.049073,0.04855,1.0582,1.3138,4,2,FALSE,FALSE,TRUE
"GENE2065","GENE2065_HUMAN","P85872","Protein GENE2065",0.0069,1,0.914918,0,0.0386,2,4,FALSE,FALSE,FALSE
"GENE1238","GENE1238_HUMAN","P72696","Protein GENE1238",-0.1501,1,0.568435,0,0.2453,5,2,FALSE,FALSE,FALSE
"GENE2729","GENE2729_HUMAN","P80841","Protein GENE2729",-0.6059,1,0.9417,0,0.0261,6,5,FALSE,FALSE,FALSE
"GENE0009","GENE0009_HUMAN","P39525","Protein GENE0009",-0.004,1,0.250811,0.2676,0.6007,4,4,FALSE,FALSE,FALSE
"GENE0061","GENE0061_HUMAN","P29871","Protein GENE0061",0.6468,0.244811,0.070798,1.0614,1.15,5,2,TRUE,FALSE,FALSE
"GENE1760","GENE1760_HUMAN","P36554","Protein GENE1760",-0.0987,1,0.894107,0,0.0486,5,6,FALSE,FALSE,FALSE
"GENE1620","GENE1620_HUMAN","P01374","Protein GENE1620",0.416,0.523016,0.108333,0.5293,0.9652,4,6,FALSE,FALSE,FALSE
"GENE2747","GENE2747_HUMAN","P97466","Protein GENE2747",-0.2411,0.41703,0.192007,0.4424,0.7167,2,5,FALSE,FALSE,FALSE
"GENE0884","GENE0884_HUMAN","P37415","Protein GENE0884",-0.8167,1,0.569272,0.0855,0.2447,3,5,FALSE,FALSE,FALSE
"GENE1097","GENE1097_HUMAN","P35773","Protein GENE1097",0.2704,0.831365,0.43936,0,0.3572,3,3,FALSE,FALSE,FALSE
"GENE0567","GENE0567_HUMAN","P37427","Protein GENE0567",-0.5016,1,0.723426,0,0.1406,5,5,FALSE,FALSE,FALSE
"GENE0904","GENE0904_HUMAN","P14282","Protein GENE0904",0.0203,0.865999,0.263266,0,0.5796,6,6,FALSE,FALSE,FALSE
"GENE1516","GENE1516_HUMAN","P05126","Protein GENE1516",0.4031,0.976913,0.255537,0.5737,0.5925,5,2,FALSE,FALSE,FALSE
"GENE2167","GENE2167_HUMAN","P62741","Protein GENE2167",0.0185,0.309975,0.132735,0.2726,0.877,4,3,FALSE,FALSE,FALSE
"GENE2856","GENE2856_HUMAN","P53952","Protein GENE2856",-0.2176,1,0.543717,0,0.2646,5,3,FALSE,FALSE,FALSE
"GENE1296","GENE1296_HUMAN","P74978","Protein GENE1296",0.0047,1,0.840371,0,0.0755,4,5,FALSE,FALSE,FALSE
"GENE1947","GENE1947_HUMAN","P55295","Protein GENE1947",-0.5419,1,0.895876,0,0.0478,4,2,FALSE,FALSE,FALSE
"GENE1688","GENE1688_HUMAN","P11305","Protein GENE1688",0.0636,1,0.516808,0.1899,0.2867,4,6,FALSE,FALSE,FALSE
"GENE2046","GENE2046_HUMAN","P95154","Protein GENE2046",0.4291,0.959068,0.275619,0,0.5597,4,4,FALSE,FALSE,FALSE
"GENE0763","GENE0763_HUMAN","P90247","Protein GENE0763",0.3989,1,0.361266,0,0.4422,3,6,FALSE,FALSE,FALSE
"GENE1997","GENE1997_HUMAN","P39626","Protein GENE1997",-4.2,0.11698,0.040208,0.7667,1.3957,3,5,FALSE,FALSE,TRUE
"GENE0416","GENE0416_HUMAN","P60278","Protein GENE0416",0.2113,1,0.842394,0,0.0745,3,3,FALSE,FALSE,FALSE
"GENE1072","GENE1072_HUMAN","P67382","Protein GENE1072",-0.2219,1,0.538183,0,0.2691,3,4,FALSE,FALSE,FALSE
"GENE1109","GENE1109_HUMAN","P61162","Protein GENE1109",0.6471,0.295814,0.174749,0.6018,0.7576,6,3,TRUE,TRUE,FALSE
"ASCC3","ASCC3_HUMAN","P20678","Protein ASCC3",5.553,0.031093,0.011845,1.3732,1.9265,4,2,FALSE,FALSE,TRUE
"GENE2335","GENE2335_HUMAN","P65939","Protein GENE2335",-0.4084,0.365136,0.158153,0.1659,0.8009,3,6,TRUE,FALSE,FALSE
"GENE0379","GENE0379_HUMAN","P03056","Protein GENE0379",0.8951,0.968527,0.50757,0,0.2945,2,3,FALSE,FALSE,FALSE
"GENE0494","GENE0494_HUMAN","P29973","Protein GENE0494",-0.1639,0.948126,0.27008,0,0.5685,4,4,FALSE,FALSE,FALSE
"GENE1579","GENE1579_HUMAN","P14744","Protein GENE1579",-0.1542,1,0.812041,0,0.0904,2,5,FALSE,FALSE,FALSE
"GENE1060","GENE1060_HUMAN","P56289","Protein GENE1060",0.4275,1,0.494182,0,0.3061,4,5,FALSE,FALSE,FALSE
"GENE0943","GENE0943_HUMAN","P09475","Protein GENE0943",0.003,1,0.995968,0,0.0018,3,2,TRUE,FALSE,FALSE
"GENE1017","GENE1017_HUMAN","P67200","Protein GENE1017",0.4997,1,0.961779,0,0.0169,5,5,FALSE,FALSE,FALSE
"GENE0118","GENE0118_HUMAN","P70322","Protein GENE0118",-0.1593,1,0.490767,0.0553,0.3091,3,4,FALSE,FALSE,FALSE
"GENE2114","GENE2114_HUMAN","P23827","Protein GENE2114",-0.2095,1,0.557543,0,0.2537,5,6,FALSE,FALSE,FALSE
"GENE2161","GENE2161_HUMAN","P75468","Protein GENE2161",0.1826,1,0.641025,0,0.1931,5,6,FALSE,FALSE,FALSE
"GENE0504","GENE0504_HUMAN","P73857","Protein GENE0504",-1.238,1,0.652422,0,0.1855,4,6,TRUE,FALSE,FALSE
"GENE1605","GENE1605_HUMAN","P91112","Protein GENE1605",-0.0855,1,0.311539,0,0.5065,2,5,FALSE,FALSE,FALSE
"GENE0992","GENE0992_HUMAN","P90514","Protein GENE0992",-0.4402,1,0.806116,0,0.0936,2,3,FALSE,TRUE,FALSE
"GENE2293","GENE2293_HUMAN","P05850","Protein GENE2293",-0.211,0.578604,0.533955,0,0.2725,4,6,TRUE,TRUE,FALSE
"GENE1361","GENE1361_HUMAN","P34090","Protein GENE1361",-0.4497,1,0.936421,0,0.0285,3,5,FALSE,FALSE,FALSE
"GENE1055","GENE1055_HUMAN","P41022","Protein GENE1055",-0.3198,1,0.777803,0,0.1091,4,6,FALSE,TRUE,FALSE
"GENE1180","GENE1180_HUMAN","P19512","Protein GENE1180",0.4857,1,0.743828,0,0.1285,5,2,FALSE,FALSE,FALSE
"GENE0455","GENE0455_HUMAN","P08345","Protein GENE0455",-0.1967,1,0.54964,0,0.2599,2,6,FALSE,FALSE,FALSE
"GENE0075","GENE0075_HUMAN","P84353","Protein GENE0075",0.5233,0.31107,0.071793,0.8503,1.1439,4,5,FALSE,TRUE,FALSE
"GENE1522","GENE1522_HUMAN","P72713","Protein GENE1522",-0.0591,1,0.569732,0,0.2443,5,3,FALSE,FALSE,FALSE
"GENE1544","GENE1544_HUMAN","P74359","Protein GENE1544",0.2991,0.504606,0.118375,0.4513,0.9267,2,3,FALSE,FALSE,FALSE
"GENE1984","GENE1984_HUMAN","P06556","Protein GENE1984",1.4461,0.046677,0.038507,0.8875,1.4145,5,6,FALSE,TRUE,TRUE
"MED1","MED1_HUMAN","P32638","Protein MED1",3.7141,0.101588,0.036656,0.8698,1.4359,2,4,FALSE,FALSE,TRUE
"GENE2583","GENE2583_HUMAN","P58937","Protein GENE2583",-0.5308,0.653236,0.20898,0.0282,0.6799,6,4,FALSE,FALSE,FALSE
"GENE0339","GENE0339_HUMAN","P15598","Protein GENE0339",-0.7052,1,0.364029,0,0.4389,5,3,FALSE,FALSE,FALSE
"GENE0826","GENE0826_HUMAN","P26280","Protein GENE0826",0.8496,1,0.692247,0,0.1597,6,4,FALSE,FALSE,FALSE
"GENE0825","GENE0825_HUMAN","P67737","Protein GENE0825",-0.1857,1,0.890167,0,0.0505,2,5,TRUE,FALSE,FALSE
"GENE1702","GENE1702_HUMAN","P42690","Protein GENE1702",0.2102,0.790992,0.314417,0,0.5025,2,3,FALSE,TRUE,FALSE
"GENE0860","GENE0860_HUMAN","P25473","Protein GENE0860",-0.1592,0.475307,0.416793,0,0.3801,6,2,FALSE,FALSE,FALSE
"GENE0687","GENE0687_HUMAN","P90056","Protein GENE0687",0.3014,1,0.969331,0,0.0135,5,2,FALSE,TRUE,FALSE
"GENE0448","GENE0448_HUMAN","P47810","Protein GENE0448",-0.3832,1,0.659273,0,0.1809,3,2,FALSE,FALSE,FALSE
"GENE2345","GENE2345_HUMAN","P05798","Protein GENE2345",0.8207,1,0.991642,0,0.0036,5,5,FALSE,FALSE,FALSE
"GENE1933","GENE1933_HUMAN","P22948","Protein GENE1933",-0.2181,1,0.959553,0,0.0179,3,6,TRUE,FALSE,FALSE
"GENE0310","GENE0310_HUMAN","P03623","Protein GENE0310",0.2546,0.650104,0.397275,0.042,0.4009,5,5,FALSE,FALSE,FALSE
"GENE2477","GENE2477_HUMAN","P12083","Protein GENE2477",-0.0297,0.432409,0.379677,0.2469,0.4206,2,4,FALSE,FALSE,FALSE
"GENE0820","GENE0820_HUMAN","P89932","Protein GENE0820",0.1738,0.155531,0.075668,0.4285,1.1211,3,5,FALSE,FALSE,FALSE
"GENE2110","GENE2110_HUMAN","P30643","Protein GENE2110",0.6069,0.707849,0.273276,0,0.5634,3,6,FALSE,FALSE,FALSE
"GENE1366","GENE1366_HUMAN","P34685","Protein GENE1366",-0.1834,1,0.246322,0,0.6085,6,5,FALSE,FALSE,FALSE
"GENE0246","GENE0246_HUMAN","P73614","Protein GENE0246",-0.3881,1,0.408911,0,0.3884,2,5,FALSE,TRUE,FALSE
"GENE1223","GENE1223_HUMAN","P89635","Protein GENE1223",0.2843,0.324,0.067989,0.4769,1.1676,5,3,FALSE,FALSE,FALSE
"GENE0798","GENE0798_HUMAN","P54930","Protein GENE0798",-2.798,0.037782,0.030258,0.8352,1.5192,6,2,FALSE,TRUE,TRUE
"GENE1153","GENE1153_HUMAN","P61138","Protein GENE1153",0.3128,0.460864,0.165054,0.2156,0.7824,6,5,FALSE,FALSE,FALSE
"GENE1530","GENE1530_HUMAN","P19168","Protein GENE1530",-0.4308,1,0.762342,0,0.1179,5,4,FALSE,FALSE,FALSE
"GENE0415","GENE0415_HUMAN","P72015","Protein GENE0415",0.0852,1,0.553367,0,0.257,5,2,FALSE,FALSE,FALSE
"GPATCH1","GPATCH1_HUMAN","P29623","Protein GPATCH1",-0.0548,1,0.851431,0,0.0699,3,6,FALSE,FALSE,FALSE
"GENE1383","GENE1383_HUMAN","P59509","Protein GENE1383",-0.3185,0.81399,0.448324,0.1174,0.3484,5,6,FALSE,FALSE,FALSE
"GENE1943","GENE1943_HUMAN","P70917","Protein GENE1943",0.3315,1,0.610969,0,0.214,4,4,FALSE,TRUE,FALSE
"GENE1298","GENE1298_HUMAN","P09140","Protein GENE1298",0.3462,0.983566,0.44965,0,0.3471,4,2,FALSE,FALSE,FALSE
"GENE0563","GENE0563_HUMAN","P15058","Protein GENE0563",-0.4214,1,0.862193,0,0.0644,4,5,FALSE,FALSE,FALSE
"GENE2684","GENE2684_HUMAN","P14993","Protein GENE2684",-0.1005,0.888822,0.216896,0.2399,0.6637,5,6,FALSE,FALSE,FALSE
"GENE2291","GENE2291_HUMAN","P10377","Protein GENE2291",1.8922,0.033732,0.013426,1.8287,1.8721,3,5,FALSE,FALSE,TRUE
"GENE0377","GENE0377_HUMAN","P68397","Protein GENE0377",0.7225,1,0.933839,0,0.0297,4,5,FALSE,FALSE,FALSE
"GENE0958","GENE0958_HUMAN","P04520","Protein GENE0958",-0.9198,0.752894,0.636005,0,0.1965,3,2,FALSE,FALSE,FALSE
"GENE1351","GENE1351_HUMAN","P45638","Protein GENE1351",-0.3725,1,0.442625,0,0.354,3,6,TRUE,TRUE,FALSE
"GENE2809","GENE2809_HUMAN","P26228","Protein GENE2809",0.4155,0.203831,0.157171,0.1875,0.8036,6,6,FALSE,FALSE,FALSE
"GENE2056","GENE2056_HUMAN","P86619","Protein GENE2056",0.203,1,0.958491,0.0012,0.0184,3,6,FALSE,FALSE,FALSE
"GENE2616","GENE2616_HUMAN","P62937","Protein GENE2616",0.1225,0.658094,0.149132,0.1705,0.8264,3,4,FALSE,FALSE,FALSE
"GENE2361","GENE2361_HUMAN","P18292","Protein GENE2361",-0.6344,0.193668,0.067756,1.0666,1.1691,4,6,FALSE,FALSE,FALSE
"GENE2135","GENE2135_HUMAN","P98052","Protein GENE2135",0.5719,1,0.413778,0,0.3832,6,6,FALSE,FALSE,FALSE
"GENE0598","GENE0598_HUMAN","P89748","Protein GENE0598",0.0792,1,0.680826,0,0.167,6,6,FALSE,FALSE,FALSE
"GENE1822","GENE1822_HUMAN","P37706","Protein GENE1822",0.5081,0.678066,0.595314,0,0.2253,5,2,FALSE,FALSE,FALSE
"GENE2878","GENE2878_HUMAN","P80544","Protein GENE2878",0.5067,1,0.562106,0.0274,0.2502,2,5,FALSE,FALSE,FALSE
"GENE2397","GENE2397_HUMAN","P19905","Protein GENE2397",0.1605,1,0.328111,0.303,0.484,2,3,FALSE,FALSE,FALSE
"GENE0863","GENE0863_HUMAN","P41415","Protein GENE0863",0.2243,1,0.688283,0,0.1622,5,2,FALSE,FALSE,FALSE
"GENE0933","GENE0933_HUMAN","P75606","Protein GENE0933",0.0839,1,0.579419,0.0483,0.237,5,6,FALSE,FALSE,FALSE
"GENE1199","GENE1199_HUMAN","P45766","Protein GENE1199",0.7915,0.698105,0.194722,0.0898,0.7106,2,3,FALSE,FALSE,FALSE
"GENE1039","GENE1039_HUMAN","P57577","Protein GENE1039",-0.4002,1,0.633172,0,0.1985,3,4,FALSE,FALSE,FALSE
"GENE1061","GENE1061_HUMAN","P33954","Protein GENE1061",0.5347,1,0.962962,0,0.0164,3,2,FALSE,FALSE,FALSE
"GENE0678","GENE0678_HUMAN","P91330","Protein GENE0678",0.3169,1,0.61767,0.0189,0.2092,2,6,FALSE,FALSE,FALSE
"GENE2523","GENE2523_HUMAN","P55947","Protein GENE2523",-0.1855,0.669321,0.253732,0.57,0.5956,6,2,FALSE,FALSE,FALSE
"GENE1848","GENE1848_HUMAN","P43968","Protein GENE1848",-0.572,0.191362,0.092235,0.5224,1.0351,4,3,FALSE,FALSE,FALSE
"GENE2601","GENE2601_HUMAN","P33360","Protein GENE2601",-0.3376,1,0.923537,0,0.0345,5,4,FALSE,FALSE,FALSE
"GENE0704","GENE0704_HUMAN","P90325","Protein GENE0704",-0.2288,0.982997,0.647173,0.1769,0.189,3,4,FALSE,FALSE,FALSE
"GENE0760","GENE0760_HUMAN","P02350","Protein GENE0760",0.3158,1,0.248081,0.1806,0.6054,5,2,FALSE,FALSE,FALSE
"GENE0934","GENE0934_HUMAN","P28864","Protein GENE0934",-0.316,1,0.989225,0,0.0047,3,5,FALSE,FALSE,FALSE
"GENE1500","GENE1500_HUMAN","P72878","Protein GENE1500",-0.131,1,0.564,0,0.2487,4,2,FALSE,FALSE,FALSE
"GENE0474","GENE0474_HUMAN","P08605","Protein GENE0474",0.0744,1,0.877962,0,0.0565,3,4,FALSE,FALSE,FALSE
"GENE0456","GENE0456_HUMAN","P48929","Protein GENE0456",0.342,1,0.926996,0,0.0329,2,6,FALSE,FALSE,FALSE
"GENE1246","GENE1246_HUMAN","P97998","Protein GENE1246",3.6219,0.045481,0.01155,1.5757,1.9374,5,6,FALSE,FALSE,TRUE
"GENE2143","GENE2143_HUMAN","P05057","Protein GENE2143",0.1593,0.598014,0.450169,0,0.3466,4,5,FALSE,FALSE,FALSE
"GENE0451","GENE0451_HUMAN","P99323","Protein GENE0451",0.3314,1,0.444166,0.0395,0.3525,4,3,FALSE,FALSE,FALSE
"GENE2697","GENE2697_HUMAN","P31862","Protein GENE2697",-0.0809,0.904863,0.323235,0.2377,0.4905,3,2,FALSE,FALSE,FALSE
"GENE1998","GENE1998_HUMAN","P02649","Protein GENE1998",0.495,0.509665,0.37556,0.3553,0.4253,6,4,FALSE,FALSE,FALSE
"GENE0901","GENE0901_HUMAN","P19898","Protein GENE0901",0.2264,1,0.864304,0,0.0633,6,6,FALSE,FALSE,FALSE
"GENE0967","GENE0967_HUMAN","P58179","Protein GENE0967",0.146,0.182696,0.066892,0.6626,1.1746,3,2,FALSE,FALSE,FALSE
"GPATCH8","GPATCH8_HUMAN","P10332","Protein GPATCH8",0.271,1,0.670546,0,0.1736,2,4,FALSE,FALSE,FALSE
"GENE2350","GENE2350_HUMAN","P21878","Protein GENE2350",-0.6862,1,0.855714,0,0.0677,4,4,FALSE,TRUE,FALSE
"GENE1375","GENE1375_HUMAN","P25596","Protein GENE1375",-0.0367,1,0.271457,0.2478,0.5663,3,5,FALSE,FALSE,FALSE
"GENE0597","GENE0597_HUMAN","P43766","Protein GENE0597",0.6808,1,0.757615,0,0.1206,6,5,FALSE,FALSE,FALSE
"GENE2717","GENE2717_HUMAN","P12901","Protein GENE2717",0.3431,1,0.634938,0,0.1973,2,3,TRUE,FALSE,FALSE
"GENE1894","GENE1894_HUMAN","P13098","Protein GENE1894",-0.1883,1,0.327218,0,0.4852,3,2,FALSE,FALSE,FALSE
"GENE1430","GENE1430_HUMAN","P06123","Protein GENE1430",0.2643,0.400827,0.226453,0.2003,0.645,6,6,FALSE,FALSE,FALSE
"GENE0917","GENE0917_HUMAN","P30347","Protein GENE0917",0.3479,1,0.287648,0.1013,0.5411,4,3,FALSE,FALSE,FALSE
"GENE1395","GENE1395_HUMAN","P48141","Protein GENE1395",-0.4855,1,0.509052,0,0.2932,2,6,TRUE,FALSE,FALSE
"GENE1091","GENE1091_HUMAN","P14038","Protein GENE1091",0.2982,1,0.572598,0.0916,0.2421,5,6,FALSE,FALSE,FALSE
"GENE2085","GENE2085_HUMAN","P82935","Protein GENE2085",-0.1696,1,0.939845,0,0.0269,6,3,TRUE,FALSE,FALSE
"GENE1341","GENE1341_HUMAN","P97000","Protein GENE1341",0.0224,0.779015,0.358529,0.0413,0.4455,4,2,FALSE,FALSE,FALSE
"GENE1534","GENE1534_HUMAN","P58769","Protein GENE1534",0.605,0.410147,0.358772,0.2284,0.4452,2,5,FALSE,TRUE,FALSE
"GENE2300","GENE2300_HUMAN","P01016","Protein GENE2300",0.2717,1,0.991272,0,0.0038,6,3,FALSE,FALSE,FALSE
"GENE0365","GENE0365_HUMAN","P06189","Protein GENE0365",0.3883,1,0.978192,0,0.0096,6,5,FALSE,FALSE,FALSE
"GENE2666","GENE2666_HUMAN","P49887","Protein GENE2666",-0.2234,0.704582,0.157221,0.7075,0.8035,6,4,FALSE,TRUE,FALSE
"GENE2643","GENE2643_HUMAN","P22715","Protein GENE2643",0.8026,0.376437,0.352216,0,0.4532,6,4,FALSE,TRUE,FALSE
"GENE0484","GENE0484_HUMAN","P97487","Protein GENE0484",-0.6414,0.564427,0.140585,0.4789,0.8521,2,5,FALSE,FALSE,FALSE
"GENE1453","GENE1453_HUMAN","P82374","Protein GENE1453",-0.2332,1,0.565384,0,0.2477,2,3,FALSE,FALSE,FALSE
"GENE2461","GENE2461_HUMAN","P54770","Protein GENE2461",0.1934,0.391454,0.229166,0.585,0.6398,5,5,FALSE,FALSE,FALSE
"GENE2202","GENE2202_HUMAN","P10578","Protein GENE2202",-0.2313,0.590981,0.271688,0,0.5659,4,3,FALSE,FALSE,FALSE
"GENE0526","GENE0526_HUMAN","P58200","Protein GENE0526",-0.016,0.112007,0.076085,0.705,1.1187,3,5,FALSE,FALSE,FALSE
"GENE2285","GENE2285_HUMAN","P60859","Protein GENE2285",-0.3894,1,0.935992,0,0.0287,2,4,FALSE,FALSE,FALSE
"GENE0802","GENE0802_HUMAN","P20487","Protein GENE0802",0.2001,1,0.630017,0,0.2006,5,3,FALSE,FALSE,FALSE
"GENE1080","GENE1080_HUMAN","P07063","Protein GENE1080",0.9495,0.096175,0.029313,1.2833,1.5329,2,3,FALSE,FALSE,TRUE
"GENE0049","GENE0049_HUMAN","P35051","Protein GENE0049",-1.1526,0.015537,0.012498,1.2306,1.9032,5,5,FALSE,FALSE,TRUE
"GENE0500","GENE0500_HUMAN","P84204","Protein GENE0500",-0.2096,1,0.499064,0.1392,0.3018,4,2,FALSE,FALSE,FALSE
"GENE1807","GENE1807_HUMAN","P20940","Protein GENE1807",-1.9129,0.04197,0.010704,1.7319,1.9704,4,3,FALSE,FALSE,TRUE
"GENE2162","GENE2162_HUMAN","P80231","Protein GENE2162",-0.2867,0.474981,0.180201,0.2627,0.7442,2,3,FALSE,FALSE,FALSE
"GENE1794","GENE1794_HUMAN","P02039","Protein GENE1794",0.6257,0.732276,0.585149,0,0.2327,3,5,TRUE,FALSE,FALSE
"FMR1","FMR1_HUMAN","P92421","Protein FMR1",0.2073,1,0.624519,0,0.2045,5,2,FALSE,FALSE,FALSE
"GENE0014","GENE0014_HUMAN","P70977","Protein GENE0014",0.2426,1,0.751145,0,0.1243,4,3,FALSE,FALSE,FALSE
"GENE0120","GENE0120_HUMAN","P93185","Protein GENE0120",0.3194,1,0.766423,0,0.1155,4,6,FALSE,FALSE,FALSE
"MED15","MED15_HUMAN","P72390","Protein MED15",3.7567,0.020236,0.010796,1.6809,1.9667,3,6,FALSE,FALSE,TRUE
"GENE2168","GENE2168_HUMAN","P46066","Protein GENE2168",-0.4954,1,0.339159,0,0.4696,4,2,FALSE,FALSE,FALSE
"GENE1643","GENE1643_HUMAN","P09050","Protein GENE1643",0.4027,1,0.424318,0,0.3723,4,5,FALSE,FALSE,FALSE
"GENE1330","GENE1330_HUMAN","P30250","Protein GENE1330",0.448,1,0.659675,0,0.1807,4,3,FALSE,FALSE,FALSE
"GENE0470","GENE0470_HUMAN","P27724","Protein GENE0470",1.2096,1,0.91534,0,0.0384,4,4,FALSE,FALSE,FALSE
"GENE1565","GENE1565_HUMAN","P38202","Protein GENE1565",1.3572,0.108923,0.034424,0.8136,1.4631,4,3,FALSE,FALSE,TRUE
"GENE1446","GENE1446_HUMAN","P01465","Protein GENE1446",0.6655,1,0.398214,0,0.3999,5,3,FALSE,FALSE,FALSE
"GENE0975","GENE0975_HUMAN","P23702","Protein GENE0975",-0.5866,0.517007,0.214103,0.2971,0.6694,3,4,FALSE,FALSE,FALSE
"GENE0987","GENE0987_HUMAN","P56520","Protein GENE0987",0.0055,1,0.564872,0,0.2481,4,2,FALSE,FALSE,FALSE
"GENE2515","GENE2515_HUMAN","P93569","Protein GENE2515",0.4499,0.64362,0.386864,0,0.4124,5,2,FALSE,FALSE,FALSE
"GENE1306","GENE1306_HUMAN","P51249","Protein GENE1306",0.2135,0.98324,0.621201,0,0.2068,6,6,FALSE,FALSE,FALSE
"GENE0829","GENE0829_HUMAN","P69369","Protein GENE0829",-0.6341,1,0.540873,0,0.2669,2,5,FALSE,FALSE,FALSE
"GENE0332","GENE0332_HUMAN","P98113","Protein GENE0332",-0.3149,1,0.374656,0,0.4264,6,3,FALSE,FALSE,FALSE
"GENE2476","GENE2476_HUMAN","P45530","Protein GENE2476",0.2141,0.858391,0.289587,0,0.5382,5,5,FALSE,FALSE,FALSE
"GENE1678","GENE1678_HUMAN","P21432","Protein GENE1678",0.1866,1,0.908016,0,0.0419,5,6,FALSE,FALSE,FALSE
"GENE0970","GENE0970_HUMAN","P22611","Protein GENE0970",0.3828,1,0.386436,0.188,0.4129,2,5,FALSE,TRUE,FALSE
"SUGP1","SUGP1_HUMAN","P86373","Protein SUGP1",-0.6073,1,0.880047,0,0.0555,6,2,FALSE,FALSE,FALSE
"GENE1779","GENE1779_HUMAN","P48318","Protein GENE1779",-1.0847,1,0.506166,0,0.2957,4,4,FALSE,FALSE,FALSE
"GENE0824","GENE0824_HUMAN","P77621","Protein GENE0824",-0.6525,1,0.304097,0,0.517,4,5,FALSE,FALSE,FALSE
"GENE2708","GENE2708_HUMAN","P99055","Protein GENE2708",-0.0372,0.633011,0.211993,0.0343,0.6737,3,6,TRUE,FALSE,FALSE
"GENE2055","GENE2055_HUMAN","P59596","Protein GENE2055",0.5302,1,0.424071,0.0953,0.3726,6,4,FALSE,FALSE,FALSE
"GENE2382","GENE2382_HUMAN","P73136","Protein GENE2382",-0.3833,0.638179,0.177138,0.2,0.7517,2,4,FALSE,FALSE,FALSE
"GENE1581","GENE1581_HUMAN","P37168","Protein GENE1581",0.1059,0.309442,0.063006,1.1775,1.2006,4,3,FALSE,FALSE,FALSE
"GENE0245","GENE0245_HUMAN","P80450","Protein GENE0245",-0.4781,1,0.812242,0,0.0903,5,3,FALSE,FALSE,FALSE
"GENE0639","GENE0639_HUMAN","P43785","Protein GENE0639",0.0564,1,0.514822,0.2536,0.2883,4,2,FALSE,FALSE,FALSE
"GENE1059","GENE1059_HUMAN","P81872","Protein GENE1059",-9e-04,0.67648,0.476044,0,0.3224,4,5,FALSE,FALSE,FALSE
"GENE2113","GENE2113_HUMAN","P30819","Protein GENE2113",-0.1099,1,0.784871,0,0.1052,6,4,FALSE,FALSE,FALSE
"GENE0571","GENE0571_HUMAN","P36435","Protein GENE0571",-0.0173,1,0.426221,0,0.3704,4,5,TRUE,FALSE,FALSE
"GENE1356","GENE1356_HUMAN","P80595","Protein GENE1356",1.1311,0.029167,0.01897,1.1673,1.7219,4,6,FALSE,FALSE,TRUE
