"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0905","GENE0905_HUMAN","P36884","Protein GENE0905",0.8715,0.747775,0.159695,0.7569,0.7967,6,4,TRUE,FALSE,FALSE
"GENE0320","GENE0320_HUMAN","P14753","Protein GENE0320",0.4183,1,0.359608,0.0803,0.4442,6,4,FALSE,FALSE,FALSE
"GENE2690","GENE2690_HUMAN","P12584","Protein GENE2690",0.3067,0.346593,0.092689,0.6446,1.033,3,5,FALSE,FALSE,FALSE
"GENE0004","GENE0004_HUMAN","P44251","Protein GENE0004",-3.6709,0.056304,0.022663,1.2004,1.6447,6,5,FALSE,FALSE,TRUE
"GENE0389","GENE0389_HUMAN","P48303","Protein GENE0389",0.559,0.479897,0.386027,0.2908,0.4134,5,4,FALSE,TRUE,FALSE
"GENE2391","GENE2391_HUMAN","P12253","Protein GENE2391",0.3204,0.602807,0.134944,0.4211,0.8698,6,2,TRUE,FALSE,FALSE
"GENE2310","GENE2310_HUMAN","P04758","Protein GENE2310",0.5782,0.732241,0.712302,0,0.1473,3,6,FALSE,FALSE,FALSE
"GENE1470","GENE1470_HUMAN","P16572","Protein GENE1470",-0.2653,1,0.746085,0,0.1272,3,5,FALSE,FALSE,FALSE
"GENE1389","GENE1389_HUMAN","P91246","Protein GENE1389",-0.4703,0.975729,0.281676,0.1773,0.5502,4,3,FALSE,FALSE,FALSE
"DDX41","DDX41_HUMAN","P10783","Protein DDX41",-0.6458,0.598092,0.540484,0,0.2672,2,6,FALSE,TRUE,FALSE
"GENE1787","GENE1787_HUMAN","P20157","Protein GENE1787",3.8183,0.087473,0.023861,1.3058,1.6223,6,2,FALSE,FALSE,TRUE
"GENE2080","GENE2080_HUMAN","P20350","Protein GENE2080",1.153,0.185553,0.038561,0.9084,1.4139,2,4,FALSE,FALSE,TRUE
"GENE1945","GENE1945_HUMAN","P42379","Protein GENE1945",1.3853,0.164882,0.034075,0.772,1.4676,4,3,FALSE,FALSE,TRUE
"GENE1339","GENE1339_HUMAN","P15965","Protein GENE1339",1.197,0.035267,0.020241,1.3691,1.6938,6,5,FALSE,FALSE,TRUE
"GENE1537","GENE1537_HUMAN","P04838","Protein GENE1537",0.2516,0.891198,0.329473,0.2098,0.4822,4,4,FALSE,FALSE,FALSE
"GENE1735","GENE1735_HUMAN","P15662","Protein GENE1735",-0.3497,0.778261,0.356473,0.0116,0.448,4,3,FALSE,FALSE,FALSE
"GENE1741","GENE1741_HUMAN","P73044","Protein GENE1741",2.5958,0.098316,0.038783,1.1482,1.4114,6,5,FALSE,FALSE,TRUE
"GENE2290","GENE2290_HUMAN","P46863","Protein GENE2290",0.4115,1,0.396904,0.122,0.4013,6,2,FALSE,FALSE,FALSE
"GENE0783","GENE0783_HUMAN","P35342","Protein GENE0783",-0.4933,1,0.940532,0,0.0266,6,3,FALSE,FALSE,FALSE
"GENE1340","GENE1340_HUMAN","P59507","Protein GENE1340",-0.2412,1,0.761194,0,0.1185,3,6,FALSE,FALSE,FALSE
"GENE1121","GENE1121_HUMAN","P50699","Protein GENE1121",-0.5675,1,0.915373,0,0.0384,5,5,FALSE,TRUE,FALSE
"GENE2799","GENE2799_HUMAN","P33216","Protein GENE2799",0.2437,0.204435,0.153544,0.2532,0.8138,2,6,FALSE,FALSE,FALSE
"GENE0633","GENE0633_HUMAN","P26484","Protein GENE0633",-0.0923,0.937949,0.912436,0,0.0398,6,6,FALSE,FALSE,FALSE
"GENE1531","GENE1531_HUMAN","P59154","Protein GENE1531",-0.2046,1,0.334548,0.0798,0.4755,3,5,FALSE,FALSE,FALSE
"GENE1811","GENE1811_HUMAN","P28749","Protein GENE1811",-0.4208,1,0.531855,0.1546,0.2742,2,4,FALSE,FALSE,FALSE
"GENE1356","GENE1356_HUMAN","P67928","Protein GENE1356",0.2293,0.435707,0.316698,0,0.4994,5,4,FALSE,FALSE,FALSE
"GENE0708","GENE0708_HUMAN","P29285","Protein GENE0708",-3.5561,0.026408,0.006727,1.7963,2.1722,6,3,FALSE,FALSE,TRUE
"GENE0006","GENE0006_HUMAN","P11368","Protein GENE0006",-0.0424,1,0.718944,0,0.1433,4,4,FALSE,FALSE,FALSE
"GENE2414","GENE2414_HUMAN","P14332","Protein GENE2414",0.1615,0.268465,0.214263,0.0511,0.6691,5,6,FALSE,FALSE,FALSE
"GENE2827","GENE2827_HUMAN","P74799","Protein GENE2827",3.5359,0.123639,0.035309,0.9383,1.4521,2,4,FALSE,FALSE,TRUE
"GENE0518","GENE0518_HUMAN","P48243","Protein GENE0518",-0.1428,1,0.725359,0.1293,0.1394,3,3,FALSE,FALSE,FALSE
"GENE1094","GENE1094_HUMAN","P47400","Protein GENE1094",-0.4234,0.227489,0.224878,0.2235,0.6481,2,3,FALSE,FALSE,FALSE
"GENE0289","GENE0289_HUMAN","P81231","Protein GENE0289",3.6966,0.200317,0.041759,1.3092,1.3793,6,2,FALSE,FALSE,TRUE
"GENE2060","GENE2060_HUMAN","P61492","Protein GENE2060",0.2182,1,0.767384,0,0.115,3,6,FALSE,FALSE,FALSE
"GENE0214","GENE0214_HUMAN","P97867","Protein GENE0214",-0.0336,1,0.638171,0,0.1951,3,3,FALSE,FALSE,FALSE
"GENE2625","GENE2625_HUMAN","P57958","Protein GENE2625",0.0832,1,0.284976,0.0568,0.5452,4,2,FALSE,TRUE,FALSE
"GENE1980","GENE1980_HUMAN","P47165","Protein GENE1980",-0.6164,1,0.61873,0,0.2085,5,6,FALSE,FALSE,FALSE
"GENE0983","GENE0983_HUMAN","P43707","Protein GENE0983",0.404,1,0.357242,0,0.447,6,4,FALSE,FALSE,FALSE
"GENE2801","GENE2801_HUMAN","P20855","Protein GENE2801",-0.3398,0.989018,0.220506,0.3843,0.6566,4,5,FALSE,FALSE,FALSE
"GENE2526","GENE2526_HUMAN","P60830","Protein GENE2526",0.1016,1,0.760155,0,0.1191,6,5,FALSE,FALSE,FALSE
"GENE2279","GENE2279_HUMAN","P13592","Protein GENE2279",0.1554,0.169757,0.119765,0.243,0.9217,3,5,FALSE,FALSE,FALSE
"GENE0003","GENE0003_HUMAN","P18192","Protein GENE0003",0.1453,1,0.449625,0,0.3471,2,4,FALSE,FALSE,FALSE
"GENE1664","GENE1664_HUMAN","P77191","Protein GENE1664",2.9795,0.073445,0.043553,1.281,1.361,5,3,FALSE,FALSE,TRUE
"GENE1460","GENE1460_HUMAN","P29051","Protein GENE1460",0.2132,1,0.686762,0,0.1632,4,6,FALSE,FALSE,FALSE
"GENE2294","GENE2294_HUMAN","P77126","Protein GENE2294",-0.1149,0.664252,0.656821,0,0.1826,6,2,FALSE,FALSE,FALSE
"GENE1592","GENE1592_HUMAN","P69726","Protein GENE1592",0.3038,0.087803,0.082397,0.5517,1.0841,4,4,FALSE,FALSE,FALSE
"GENE1520","GENE1520_HUMAN","P15501","Protein GENE1520",-2.0997,0.142459,0.032795,0.9165,1.4842,6,3,FALSE,FALSE,TRUE
"GENE2640","GENE2640_HUMAN","P57711","Protein GENE2640",-0.0964,1,0.963423,0,0.0162,3,2,FALSE,FALSE,FALSE
"GENE2374","GENE2374_HUMAN","P36078","Protein GENE2374",0.5366,0.763438,0.493171,0,0.307,2,6,FALSE,FALSE,FALSE
"GENE1158","GENE1158_HUMAN","P64349","Protein GENE1158",0.1015,0.832677,0.527823,0,0.2775,5,3,FALSE,FALSE,FALSE
"GENE1497","GENE1497_HUMAN","P87071","Protein GENE1497",0.1182,1,0.541637,0,0.2663,5,3,FALSE,FALSE,FALSE
"GENE1281","GENE1281_HUMAN","P68016","Protein GENE1281",0.0164,0.248462,0.108195,0.6035,0.9658,3,6,FALSE,FALSE,FALSE
"GENE1295","GENE1295_HUMAN","P80845","Protein GENE1295",-2.3286,0.01054,0.0048,1.673,2.3187,6,5,FALSE,FALSE,TRUE
"GENE2271","GENE2271_HUMAN","P30075","Protein GENE2271",0.3347,1,0.544477,0,0.264,5,5,FALSE,FALSE,FALSE
"GENE1278","GENE1278_HUMAN","P67167","Protein GENE1278",0.546,1,0.681178,0,0.1667,3,5,FALSE,FALSE,FALSE
"GENE1264","GENE1264_HUMAN","P12733","Protein GENE1264",-0.1732,1,0.750829,0,0.1245,2,3,TRUE,FALSE,FALSE
"GENE0539","GENE0539_HUMAN","P38686","Protein GENE0539",0.5449,0.264671,0.126005,0.3252,0.8996,2,2,FALSE,FALSE,FALSE
"GENE1516","GENE1516_HUMAN","P86177","Protein GENE1516",0.1194,1,0.463923,0,0.3336,3,3,FALSE,TRUE,FALSE
"GENE2606","GENE2606_HUMAN","P22452","Protein GENE2606",3.8543,0.079244,0.033364,0.9,1.4767,3,6,FALSE,FALSE,TRUE
"GENE1192","GENE1192_HUMAN","P21695","Protein GENE1192",0.2985,1,0.998921,0,5e-04,5,3,FALSE,FALSE,FALSE
"GENE0903","GENE0903_HUMAN","P13399","Protein GENE0903",0.0386,1,0.806667,0,0.0933,5,2,FALSE,FALSE,FALSE
"GENE2034","GENE2034_HUMAN","P19067","Protein GENE2034",2.5351,0.166884,0.035721,0.824,1.4471,4,6,FALSE,FALSE,TRUE
"GENE0536","GENE0536_HUMAN","P30610","Protein GENE0536",0.065,0.139044,0.108483,0.5633,0.9646,2,3,TRUE,FALSE,FALSE
"GENE1352","GENE1352_HUMAN","P69834","Protein GENE1352",4.2405,0.141165,0.036704,0.7494,1.4353,3,5,FALSE,FALSE,TRUE
"GENE2873","GENE2873_HUMAN","P94423","Protein GENE2873",-1.2703,0.065981,0.03697,1.3264,1.4322,3,4,FALSE,FALSE,TRUE
"GENE2479","GENE2479_HUMAN","P47807","Protein GENE2479",-0.213,0.689492,0.500772,0,0.3004,2,6,FALSE,FALSE,FALSE
"GENE1663","GENE1663_HUMAN","P10851","Protein GENE1663",0.6219,1,0.972324,0,0.0122,2,6,FALSE,FALSE,FALSE
"GENE0268","GENE0268_HUMAN","P83492","Protein GENE0268",-0.0763,1,0.391145,0,0.4077,2,2,FALSE,FALSE,FALSE
"GENE1861","GENE1861_HUMAN","P06528","Protein GENE1861",0.7423,1,0.962876,0,0.0164,3,2,FALSE,FALSE,FALSE
"GENE1053","GENE1053_HUMAN","P42728","Protein GENE1053",0.0019,1,0.504503,0,0.2971,3,2,FALSE,FALSE,FALSE
"GENE2262","GENE2262_HUMAN","P90977","Protein GENE2262",1.3884,0.785247,0.241868,0.3317,0.6164,6,3,FALSE,TRUE,FALSE
"GENE0993","GENE0993_HUMAN","P65453","Protein GENE0993",1.4796,0.183389,0.036922,0.9293,1.4327,3,6,FALSE,FALSE,TRUE
"GENE1783","GENE1783_HUMAN","P50342","Protein GENE1783",0.8707,1,0.86645,0,0.0623,4,4,FALSE,FALSE,FALSE
"GENE0638","GENE0638_HUMAN","P34435","Protein GENE0638",0.2054,1,0.936305,0,0.0286,5,5,FALSE,FALSE,FALSE
"GENE2116","GENE2116_HUMAN","P74996","Protein GENE2116",-0.2639,1,0.265391,0,0.5761,2,4,FALSE,TRUE,FALSE
"GENE1588","GENE1588_HUMAN","P12456","Protein GENE1588",-0.1833,0.762777,0.159529,0.1462,0.7972,5,2,FALSE,FALSE,FALSE
"GENE2821","GENE2821_HUMAN","P07998","Protein GENE2821",0.1104,1,0.867567,0,0.0617,6,4,TRUE,FALSE,FALSE
"GENE1598","GENE1598_HUMAN","P15165","Protein GENE1598",-0.5511,1,0.76729,0,0.115,5,3,TRUE,FALSE,FALSE
"GENE1365","GENE1365_HUMAN","P66557","Protein GENE1365",-0.2679,1,0.337391,0,0.4719,2,6,FALSE,FALSE,FALSE
"GENE2755","GENE2755_HUMAN","P11258","Protein GENE2755",-0.2021,0.990315,0.415031,0,0.3819,4,6,FALSE,FALSE,FALSE
"GENE1004","GENE1004_HUMAN","P74302","Protein GENE1004",0.1508,0.114345,0.085817,0.8014,1.0664,2,6,FALSE,FALSE,FALSE
"GENE1509","GENE1509_HUMAN","P10027","Protein GENE1509",0.4092,1,0.675689,0,0.1703,5,3,TRUE,FALSE,FALSE
"GENE2195","GENE2195_HUMAN","P23276","Protein GENE2195",0.3159,1,0.728959,0,0.1373,6,2,FALSE,TRUE,FALSE
"GENE0657","GENE0657_HUMAN","P52385","Protein GENE0657",-0.2428,1,0.494484,0,0.3058,6,6,FALSE,FALSE,FALSE
"GENE1134","GENE1134_HUMAN","P15218","Protein GENE1134",0.6386,0.53583,0.360564,0,0.443,4,2,FALSE,FALSE,FALSE
"GENE0899","GENE0899_HUMAN","P83882","Protein GENE0899",0.513,1,0.628802,0,0.2015,2,4,FALSE,TRUE,FALSE
"GENE1032","GENE1032_HUMAN","P77297","Protein GENE1032",0.0363,1,0.947871,0,0.0233,6,6,FALSE,FALSE,FALSE
"GENE1394","GENE1394_HUMAN","P94620","Protein GENE1394",-7e-04,1,0.735015,0,0.1337,3,4,TRUE,FALSE,FALSE
"GENE2108","GENE2108_HUMAN","P85064","Protein GENE2108",0.2159,0.729582,0.194044,0.4113,0.7121,4,5,FALSE,FALSE,FALSE
"GENE0577","GENE0577_HUMAN","P05687","Protein GENE0577",0.7509,1,0.731178,0,0.136,2,4,FALSE,FALSE,FALSE
"GENE2518","GENE2518_HUMAN","P35883","Protein GENE2518",-1.7316,0.026108,0.010145,1.4022,1.9938,6,4,FALSE,FALSE,TRUE
"GENE0115","GENE0115_HUMAN","P77411","Protein GENE0115",-0.6644,0.283358,0.228764,0.1471,0.6406,2,3,FALSE,FALSE,FALSE
"GENE1765","GENE1765_HUMAN","P07350","Protein GENE1765",2.6879,0.053872,0.033581,1.1578,1.4739,3,3,FALSE,FALSE,TRUE
"GENE0014","GENE0014_HUMAN","P17688","Protein GENE0014",-0.1115,1,0.935924,0,0.0288,4,5,FALSE,FALSE,FALSE
"GENE1046","GENE1046_HUMAN","P04588","Protein GENE1046",0.264,0.703703,0.36157,0,0.4418,3,5,FALSE,FALSE,FALSE
"GENE1857","GENE1857_HUMAN","P34652","Protein GENE1857",-0.5003,1,0.416514,0.3139,0.3804,3,6,FALSE,FALSE,FALSE
"GENE2044","GENE2044_HUMAN","P08685","Protein GENE2044",-0.1805,0.186072,0.165809,0.1042,0.7804,3,6,FALSE,FALSE,FALSE
"GENE1901","GENE1901_HUMAN","P19345","Protein GENE1901",0.0391,0.531618,0.247054,0.3476,0.6072,6,6,FALSE,FALSE,FALSE
"GENE2546","GENE2546_HUMAN","P90226","Protein GENE2546",0.6031,0.020105,0.012611,1.4367,1.8992,2,3,FALSE,FALSE,TRUE
"GENE1288","GENE1288_HUMAN","P43297","Protein GENE1288",-0.4517,0.244201,0.200733,0.2724,0.6974,3,3,FALSE,FALSE,FALSE
"GENE0187","GENE0187_HUMAN","P34413","Protein GENE0187",0.2803,0.526568,0.126103,0.4906,0.8993,4,6,FALSE,FALSE,FALSE
"GENE1226","GENE1226_HUMAN","P65437","Protein GENE1226",-0.3222,1,0.353767,0,0.4513,3,3,FALSE,FALSE,FALSE
"GENE0423","GENE0423_HUMAN","P18475","Protein GENE0423",0.0394,0.795498,0.383896,0.0076,0.4158,3,4,TRUE,FALSE,FALSE
"GENE2304","GENE2304_HUMAN","P55305","Protein GENE2304",0.1039,0.613905,0.522477,0,0.2819,6,2,TRUE,FALSE,FALSE
"GENE0965","GENE0965_HUMAN","P39849","Protein GENE0965",0.163,1,0.686309,0,0.1635,6,5,FALSE,FALSE,FALSE
"GENE0697","GENE0697_HUMAN","P48828","Protein GENE0697",-0.3204,1,0.822652,0,0.0848,2,6,FALSE,FALSE,FALSE
"GENE1417","GENE1417_HUMAN","P71365","Protein GENE1417",-0.0723,1,0.430069,0,0.3665,5,4,FALSE,TRUE,FALSE
"GENE2408","GENE2408_HUMAN","P12823","Protein GENE2408",-0.1419,1,0.715256,0.1134,0.1455,4,2,FALSE,FALSE,FALSE
"GENE2547","GENE2547_HUMAN","P18550","Protein GENE2547",0.8481,1,0.85291,0,0.0691,6,3,FALSE,FALSE,FALSE
"GENE2272","GENE2272_HUMAN","P11303","Protein GENE2272",0.0665,1,0.490128,0,0.3097,6,5,FALSE,FALSE,FALSE
"GENE1613","GENE1613_HUMAN","P26856","Protein GENE1613",0.0517,1,0.481076,0,0.3178,3,2,FALSE,FALSE,FALSE
"GENE2513","GENE2513_HUMAN","P68934","Protein GENE2513",2.1569,0.046696,0.022269,1.1168,1.6523,4,6,FALSE,FALSE,TRUE
"GENE2340","GENE2340_HUMAN","P77427","Protein GENE2340",0.5238,0.530089,0.142331,0.3007,0.8467,2,3,FALSE,FALSE,FALSE
"GENE0192","GENE0192_HUMAN","P12745","Protein GENE0192",-0.138,1,0.746051,0,0.1272,4,6,FALSE,FALSE,FALSE
"GENE1630","GENE1630_HUMAN","P05053","Protein GENE1630",0.171,1,0.438704,0,0.3578,5,4,FALSE,FALSE,FALSE
"GENE1973","GENE1973_HUMAN","P41617","Protein GENE1973",0.6192,1,0.867631,0,0.0617,4,5,FALSE,FALSE,FALSE
"GENE2593","GENE2593_HUMAN","P28347","Protein GENE2593",-0.2535,0.73012,0.494965,0.2647,0.3054,3,2,TRUE,FALSE,FALSE
"GENE0169","GENE0169_HUMAN","P57643","Protein GENE0169",0.034,1,0.803236,0,0.0952,2,5,FALSE,FALSE,FALSE
"GENE0047","GENE0047_HUMAN","P39427","Protein GENE0047",1.5836,0.030326,0.022273,1.4045,1.6522,6,6,FALSE,FALSE,TRUE
"GENE0975","GENE0975_HUMAN","P11572","Protein GENE0975",0.7738,0.914065,0.31683,0,0.4992,2,6,TRUE,FALSE,FALSE
"GENE1926","GENE1926_HUMAN","P81401","Protein GENE1926",-1.609,0.063476,0.040846,0.7638,1.3889,3,6,FALSE,FALSE,TRUE
"GENE2197","GENE2197_HUMAN","P03627","Protein GENE2197",2.9196,0.094189,0.036331,0.7916,1.4397,5,6,FALSE,FALSE,TRUE
"GENE1329","GENE1329_HUMAN","P66274","Protein GENE1329",-0.4509,1,0.863664,0,0.0637,3,4,TRUE,FALSE,FALSE
"GENE2259","GENE2259_HUMAN","P54192","Protein GENE2259",-0.0663,1,0.461738,0.0878,0.3356,5,4,FALSE,FALSE,FALSE
"GENE1956","GENE1956_HUMAN","P58146","Protein GENE1956",2.1716,0.055149,0.040586,1.2323,1.3916,5,4,FALSE,FALSE,TRUE
"GENE0869","GENE0869_HUMAN","P09776","Protein GENE0869",0.8113,0.00063,0.00018,3.7399,3.7444,3,2,FALSE,FALSE,TRUE
"GENE2560","GENE2560_HUMAN","P87770","Protein GENE2560",0.3283,0.278956,0.24341,0,0.6137,6,4,FALSE,FALSE,FALSE
"GENE2134","GENE2134_HUMAN","P30023","Protein GENE2134",0.0304,0.288107,0.075524,0.8532,1.1219,3,2,FALSE,FALSE,FALSE
"GENE0422","GENE0422_HUMAN","P70054","Protein GENE0422",3.4826,0.039295,0.015008,1.1862,1.8237,6,5,FALSE,TRUE,TRUE
"GENE1186","GENE1186_HUMAN","P19268","Protein GENE1186",-0.6152,0.323329,0.088307,0.4692,1.054,2,4,FALSE,FALSE,FALSE
"GENE2693","GENE2693_HUMAN","P25099","Protein GENE2693",0.2332,0.318482,0.078507,1.0679,1.1051,5,5,FALSE,FALSE,FALSE
"GENE1466","GENE1466_HUMAN","P69520","Protein GENE1466",-0.122,1,0.532787,0,0.2734,3,2,FALSE,FALSE,FALSE
"GENE2087","GENE2087_HUMAN","P55593","Protein GENE2087",-0.9251,0.850809,0.814312,0,0.0892,3,6,FALSE,FALSE,FALSE
"GENE0972","GENE0972_HUMAN","P33754","Protein GENE0972",4.2116,0.05493,0.014516,1.2107,1.8382,5,2,FALSE,FALSE,TRUE
"GENE0892","GENE0892_HUMAN","P88358","Protein GENE0892",0.5838,1,0.431801,0.1101,0.3647,3,2,TRUE,FALSE,FALSE
"GENE2074","GENE2074_HUMAN","P04555","Protein GENE2074",0.3341,1,0.929287,0,0.0319,3,2,FALSE,FALSE,FALSE
"GENE2881","GENE2881_HUMAN","P87559","Protein GENE2881",0.3289,1,0.8863,0,0.0524,3,4,FALSE,FALSE,FALSE
"GENE2596","GENE2596_HUMAN","P37792","Protein GENE2596",0.5244,1,0.750915,0,0.1244,3,4,FALSE,FALSE,FALSE
"GENE1208","GENE1208_HUMAN","P80560","Protein GENE1208",0.6912,1,0.955941,0,0.0196,3,2,FALSE,FALSE,FALSE
"GENE0063","GENE0063_HUMAN","P84441","Protein GENE0063",0.2327,1,0.958762,0,0.0183,6,6,FALSE,FALSE,FALSE
"GENE2233","GENE2233_HUMAN","P94243","Protein GENE2233",-0.8002,0.319116,0.142727,0.32,0.8455,6,4,FALSE,FALSE,FALSE
"GENE0241","GENE0241_HUMAN","P42643","Protein GENE0241",3.549,0.146585,0.031881,0.8967,1.4965,4,5,FALSE,FALSE,TRUE
"GENE1174","GENE1174_HUMAN","P31220","Protein GENE1174",-0.1152,1,0.557433,0,0.2538,2,6,FALSE,FALSE,FALSE
"GENE1005","GENE1005_HUMAN","P37482","Protein GENE1005",-0.3984,1,0.716369,0,0.1449,2,4,FALSE,FALSE,FALSE
"GENE0010","GENE0010_HUMAN","P12105","Protein GENE0010",-0.0251,0.682429,0.257696,0.0319,0.5889,4,2,FALSE,FALSE,FALSE
"GENE2569","GENE2569_HUMAN","P44092","Protein GENE2569",-0.1682,1,0.527322,0,0.2779,2,4,FALSE,FALSE,FALSE
"GENE1270","GENE1270_HUMAN","P96490","Protein GENE1270",-2.7982,0.039264,0.011566,1.377,1.9368,5,2,FALSE,FALSE,TRUE
"GENE0069","GENE0069_HUMAN","P97265","Protein GENE0069",0.3683,0.413403,0.098305,0.4376,1.0074,2,3,FALSE,FALSE,FALSE
"GENE2864","GENE2864_HUMAN","P22678","Protein GENE2864",-0.1293,1,0.682165,0,0.1661,4,4,FALSE,FALSE,FALSE
"GENE0740","GENE0740_HUMAN","P59425","Protein GENE0740",-2.825,0.024207,0.016634,1.4799,1.779,2,4,FALSE,FALSE,TRUE
"GENE2470","GENE2470_HUMAN","P48030","Protein GENE2470",-0.1067,0.348568,0.203889,0.0723,0.6906,5,2,FALSE,FALSE,FALSE
"GENE0027","GENE0027_HUMAN","P26322","Protein GENE0027",-0.1029,1,0.341277,0.1964,0.4669,2,2,FALSE,FALSE,FALSE
"GENE2803","GENE2803_HUMAN","P12757","Protein GENE2803",-0.5325,1,0.853468,0,0.0688,4,2,TRUE,FALSE,FALSE
"GENE0388","GENE0388_HUMAN","P08412","Protein GENE0388",0.2391,1,0.405232,0.105,0.3923,2,6,FALSE,TRUE,FALSE
"GENE1626","GENE1626_HUMAN","P50637","Protein GENE1626",-4.2401,0.068843,0.022304,1.141,1.6516,3,6,FALSE,FALSE,TRUE
"GENE0804","GENE0804_HUMAN","P83415","Protein GENE0804",-0.5935,0.018769,0.009358,1.3662,2.0288,4,5,FALSE,FALSE,TRUE
"GENE2196","GENE2196_HUMAN","P86903","Protein GENE2196",0.0344,1,0.247586,0.4126,0.6063,6,4,FALSE,FALSE,FALSE
"GENE2457","GENE2457_HUMAN","P04996","Protein GENE2457",1.5071,0.081837,0.018012,1.0566,1.7444,3,6,FALSE,FALSE,TRUE
"GENE1666","GENE1666_HUMAN","P53334","Protein GENE1666",0.2284,0.94928,0.931708,0,0.0307,5,2,TRUE,FALSE,FALSE
"GENE1119","GENE1119_HUMAN","P65017","Protein GENE1119",1.095,0.049545,0.013466,1.6536,1.8708,3,5,FALSE,FALSE,TRUE
"GENE0711","GENE0711_HUMAN","P78762","Protein GENE0711",-0.1035,1,0.634028,0,0.1979,4,3,FALSE,FALSE,FALSE
"GENE1975","GENE1975_HUMAN","P20336","Protein GENE1975",0.1354,0.260871,0.14658,0.2525,0.8339,6,6,FALSE,FALSE,FALSE
"GENE1320","GENE1320_HUMAN","P07490","Protein GENE1320",-0.2213,1,0.681944,0,0.1663,6,6,FALSE,FALSE,FALSE
"GENE0687","GENE0687_HUMAN","P32464","Protein GENE0687",-0.23,1,0.668461,0,0.1749,4,2,FALSE,FALSE,FALSE
"GENE0525","GENE0525_HUMAN","P37695","Protein GENE0525",-2.8984,0.09939,0.035352,1.3989,1.4516,6,2,FALSE,FALSE,TRUE
"GENE2043","GENE2043_HUMAN","P48207","Protein GENE2043",-0.1638,0.776708,0.405732,0,0.3918,5,3,FALSE,FALSE,FALSE
"GENE1823","GENE1823_HUMAN","P85781","Protein GENE1823",-0.2823,1,0.906023,0,0.0429,3,6,TRUE,FALSE,FALSE
"GENE2870","GENE2870_HUMAN","P30524","Protein GENE2870",-0.7996,1,0.420418,0,0.3763,6,5,FALSE,FALSE,FALSE
"GENE0382","GENE0382_HUMAN","P53831","Protein GENE0382",1.1367,0.18875,0.038643,0.7493,1.4129,2,6,FALSE,FALSE,TRUE
"GENE1817","GENE1817_HUMAN","P43432","Protein GENE1817",0.1757,1,0.615746,0,0.2106,4,5,FALSE,FALSE,FALSE
"GENE2022","GENE2022_HUMAN","P77061","Protein GENE2022",-0.1032,1,0.798069,0,0.098,5,4,FALSE,TRUE,FALSE
"GENE0589","GENE0589_HUMAN","P03927","Protein GENE0589",-0.0774,1,0.663811,0,0.178,5,4,FALSE,FALSE,FALSE
"GENE1526","GENE1526_HUMAN","P24189","Protein GENE1526",-0.0975,0.727766,0.148881,0.5383,0.8272,5,4,FALSE,FALSE,FALSE
"GENE0604","GENE0604_HUMAN","P37970","Protein GENE0604",0.3342,1,0.848922,0,0.0711,4,4,FALSE,TRUE,FALSE
"GENE2673","GENE2673_HUMAN","P86205","Protein GENE2673",0.4977,0.975394,0.264228,0.1067,0.578,5,5,FALSE,FALSE,FALSE
"GENE0411","GENE0411_HUMAN","P87703","Protein GENE0411",-0.281,0.22989,0.092237,0.7967,1.0351,4,5,TRUE,FALSE,FALSE
"GENE1994","GENE1994_HUMAN","P56401","Protein GENE1994",0.214,0.228599,0.1656,0.2709,0.7809,4,4,TRUE,TRUE,FALSE
"GENE1209","GENE1209_HUMAN","P06318","Protein GENE1209",-2.0739,0.171502,0.037534,0.8722,1.4256,5,5,FALSE,FALSE,TRUE
"GENE2099","GENE2099_HUMAN","P15195","Protein GENE2099",-0.4214,0.185574,0.081667,0.4168,1.088,4,3,FALSE,FALSE,FALSE
"GENE2527","GENE2527_HUMAN","P04386","Protein GENE2527",0.9051,0.065338,0.023394,1.0253,1.6309,5,2,FALSE,FALSE,TRUE
"GENE1216","GENE1216_HUMAN","P57929","Protein GENE1216",-0.0974,0.841772,0.633566,0,0.1982,6,3,FALSE,FALSE,FALSE
"GENE1729","GENE1729_HUMAN","P21619","Protein GENE1729",0.9426,1,0.996558,0,0.0015,6,3,FALSE,TRUE,FALSE
"GENE0313","GENE0313_HUMAN","P67861","Protein GENE0313",-0.4137,1,0.387712,0,0.4115,6,2,TRUE,FALSE,FALSE
"GENE1326","GENE1326_HUMAN","P78407","Protein GENE1326",2.4547,0.024908,0.007766,1.7649,2.1098,3,5,FALSE,FALSE,TRUE
"GENE2561","GENE2561_HUMAN","P96481","Protein GENE2561",0.2743,1,0.918248,0,0.037,5,5,TRUE,FALSE,FALSE
"GENE0440","GENE0440_HUMAN","P91752","Protein GENE0440",0.5768,1,0.881151,0,0.0549,2,3,FALSE,FALSE,FALSE
"GENE1590","GENE1590_HUMAN","P64929","Protein GENE1590",0.2849,1,0.686691,0,0.1632,3,3,FALSE,TRUE,FALSE
"GENE2405","GENE2405_HUMAN","P13856","Protein GENE2405",-0.0324,1,0.595389,0,0.2252,4,4,FALSE,FALSE,FALSE
"GENE0211","GENE0211_HUMAN","P31443","Protein GENE0211",0.5202,0.09492,0.023417,1.2669,1.6305,6,5,TRUE,FALSE,TRUE
