"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE2003","GENE2003_HUMAN","P86542","Protein GENE2003",-0.0559,0.889578,0.848545,0,0.0713,5,5,FALSE,FALSE,FALSE
"GENE2744","GENE2744_HUMAN","P19574","Protein GENE2744",-0.0532,0.128292,0.10993,0.7101,0.9589,3,5,FALSE,FALSE,FALSE
"GENE0208","GENE0208_HUMAN","P62016","Protein GENE0208",0.0248,1,0.880725,0,0.0552,2,6,FALSE,TRUE,FALSE
"GENE1964","GENE1964_HUMAN","P16982","Protein GENE1964",-0.7658,1,0.928768,0,0.0321,3,5,FALSE,FALSE,FALSE
"GENE1909","GENE1909_HUMAN","P47711","Protein GENE1909",-0.0543,0.778197,0.190177,0.4448,0.7208,3,5,FALSE,FALSE,FALSE
"GENE1546","GENE1546_HUMAN","P38824","Protein GENE1546",-0.4724,1,0.926283,0,0.0333,4,2,FALSE,FALSE,FALSE
"GENE1857","GENE1857_HUMAN","P97283","Protein GENE1857",-0.0296,0.991093,0.304011,0.4645,0.5171,2,4,FALSE,FALSE,FALSE
"GENE1207","GENE1207_HUMAN","P06613","Protein GENE1207",0.6199,1,0.377474,0,0.4231,2,3,TRUE,FALSE,FALSE
"GENE0363","GENE0363_HUMAN","P02438","Protein GENE0363",0.0438,0.496498,0.224056,0.3768,0.6496,4,6,FALSE,FALSE,FALSE
"GENE1715","GENE1715_HUMAN","P36824","Protein GENE1715",-0.2196,1,0.724026,0,0.1402,5,3,FALSE,FALSE,FALSE
"GENE1674","GENE1674_HUMAN","P74578","Protein GENE1674",-0.2873,0.791486,0.545475,0.0603,0.2632,3,3,FALSE,FALSE,FALSE
"GENE2758","GENE2758_HUMAN","P58131","Protein GENE2758",0.75,0.730502,0.522115,0,0.2822,3,4,TRUE,FALSE,FALSE
"GENE2269","GENE2269_HUMAN","P21980","Protein GENE2269",0.169,1,0.968928,0,0.0137,5,2,FALSE,FALSE,FALSE
"GENE0218","GENE0218_HUMAN","P54981","Protein GENE0218",0.1889,1,0.603751,0,0.2191,6,5,FALSE,FALSE,FALSE
"GENE0242","GENE0242_HUMAN","P31799","Protein GENE0242",0.5507,1,0.909577,0,0.0412,6,3,FALSE,FALSE,FALSE
"GENE2522","GENE2522_HUMAN","P15963","Protein GENE2522",-0.1735,1,0.60263,0,0.2199,6,5,TRUE,FALSE,FALSE
"GENE1430","GENE1430_HUMAN","P00583","Protein GENE1430",0.4125,1,0.869404,0,0.0608,6,5,FALSE,TRUE,FALSE
"GENE0465","GENE0465_HUMAN","P88863","Protein GENE0465",-0.9168,1,0.458808,0,0.3384,4,3,FALSE,TRUE,FALSE
"GENE2676","GENE2676_HUMAN","P00065","Protein GENE2676",0.3189,1,0.664896,0,0.1772,2,6,FALSE,FALSE,FALSE
"GENE1158","GENE1158_HUMAN","P22777","Protein GENE1158",0.4422,0.741929,0.159155,0.1986,0.7982,5,3,FALSE,FALSE,FALSE
"GENE0331","GENE0331_HUMAN","P35275","Protein GENE0331",0.0868,0.26262,0.118814,0.3006,0.9251,6,5,FALSE,TRUE,FALSE
"GENE2089","GENE2089_HUMAN","P92038","Protein GENE2089",-0.2811,0.678711,0.233567,0,0.6316,4,6,TRUE,FALSE,FALSE
"GENE2714","GENE2714_HUMAN","P77786","Protein GENE2714",0.0156,1,0.513884,0,0.2891,4,2,FALSE,FALSE,FALSE
"GENE2238","GENE2238_HUMAN","P54051","Protein GENE2238",-1.163,1,0.872991,0,0.059,3,6,FALSE,FALSE,FALSE
"GENE1977","GENE1977_HUMAN","P06700","Protein GENE1977",-0.5098,1,0.771497,0,0.1127,6,4,FALSE,FALSE,FALSE
"GENE0106","GENE0106_HUMAN","P38046","Protein GENE0106",-0.3754,1,0.785415,0.036,0.1049,6,6,FALSE,FALSE,FALSE
"GENE1201","GENE1201_HUMAN","P70603","Protein GENE1201",-0.3976,1,0.232647,0.1895,0.6333,3,4,FALSE,FALSE,FALSE
"GENE0115","GENE0115_HUMAN","P11401","Protein GENE0115",-3.9497,0.065058,0.048075,0.8253,1.3181,3,5,FALSE,TRUE,TRUE
"GENE2438","GENE2438_HUMAN","P52550","Protein GENE2438",-1.7726,0.055052,0.048853,0.8022,1.3111,4,3,FALSE,FALSE,TRUE
"GENE1118","GENE1118_HUMAN","P88003","Protein GENE1118",0.356,0.57184,0.295103,0.1089,0.53,3,6,TRUE,FALSE,FALSE
"GENE2741","GENE2741_HUMAN","P50747","Protein GENE2741",-0.0293,1,0.944682,0,0.0247,4,4,FALSE,FALSE,FALSE
"GENE0992","GENE0992_HUMAN","P47216","Protein GENE0992",0.2263,1,0.723287,0,0.1407,5,3,FALSE,FALSE,FALSE
"GENE2532","GENE2532_HUMAN","P20136","Protein GENE2532",-0.0122,1,0.332549,0,0.4781,6,3,FALSE,FALSE,FALSE
"GENE0936","GENE0936_HUMAN","P73255","Protein GENE0936",1.908,0.075689,0.034012,1.3082,1.4684,6,5,FALSE,FALSE,TRUE
"GENE2432","GENE2432_HUMAN","P79753","Protein GENE2432",0.4756,1,0.720082,0,0.1426,5,3,FALSE,FALSE,FALSE
"GENE2015","GENE2015_HUMAN","P37753","Protein GENE2015",-1.4382,0.052203,0.024485,1.3909,1.6111,5,2,FALSE,FALSE,TRUE
"GENE2596","GENE2596_HUMAN","P76339","Protein GENE2596",-0.3195,0.743704,0.598471,0,0.223,4,2,FALSE,FALSE,FALSE
"GENE1525","GENE1525_HUMAN","P77461","Protein GENE1525",-0.1732,1,0.516281,0,0.2871,6,6,FALSE,FALSE,FALSE
"GENE2062","GENE2062_HUMAN","P72389","Protein GENE2062",0.3966,1,0.65289,0,0.1852,6,3,TRUE,FALSE,FALSE
"GENE2280","GENE2280_HUMAN","P22188","Protein GENE2280",-2.4902,0.051126,0.023313,0.9512,1.6324,3,5,FALSE,FALSE,TRUE
"GENE1379","GENE1379_HUMAN","P56097","Protein GENE1379",2.6733,0.001155,0.000725,2.5373,3.1397,2,2,FALSE,FALSE,TRUE
"GENE0376","GENE0376_HUMAN","P03040","Protein GENE0376",-0.0289,0.648734,0.311469,0.3504,0.5066,6,6,FALSE,TRUE,FALSE
"DDX41","DDX41_HUMAN","P23417","Protein DDX41",0.228,1,0.429141,0.0075,0.3674,3,5,FALSE,FALSE,FALSE
"GENE0724","GENE0724_HUMAN","P56886","Protein GENE0724",-2.445,0.039579,0.009079,1.7226,2.042,6,3,FALSE,FALSE,TRUE
"GENE2164","GENE2164_HUMAN","P39577","Protein GENE2164",-0.2504,0.356459,0.071613,0.4795,1.145,6,4,FALSE,FALSE,FALSE
"GENE0599","GENE0599_HUMAN","P87921","Protein GENE0599",-0.3755,1,0.72455,0,0.1399,2,4,FALSE,FALSE,FALSE
"GENE0946","GENE0946_HUMAN","P43857","Protein GENE0946",0.2931,1,0.675242,0,0.1705,2,3,FALSE,FALSE,FALSE
"GENE1841","GENE1841_HUMAN","P79271","Protein GENE1841",0.2625,1,0.47113,0.0684,0.3269,6,6,FALSE,FALSE,FALSE
"GENE1058","GENE1058_HUMAN","P31273","Protein GENE1058",2.9414,0.114629,0.038227,0.8492,1.4176,4,4,FALSE,FALSE,TRUE
"GENE0920","GENE0920_HUMAN","P67247","Protein GENE0920",-3.9109,0.028851,0.011111,1.7271,1.9543,2,5,FALSE,FALSE,TRUE
"NCOA2","NCOA2_HUMAN","P96929","Protein NCOA2",2.134,0.023953,0.009708,1.4167,2.0129,4,5,TRUE,FALSE,TRUE
"EP300","EP300_HUMAN","P01452","Protein EP300",2.4433,0.031332,0.011075,1.6615,1.9557,2,5,FALSE,FALSE,TRUE
"GENE2271","GENE2271_HUMAN","P56612","Protein GENE2271",-0.282,1,0.251726,0.2288,0.5991,3,4,FALSE,FALSE,FALSE
"GENE1027","GENE1027_HUMAN","P36695","Protein GENE1027",-0.3339,1,0.830278,0.0188,0.0808,4,5,FALSE,TRUE,FALSE
"GENE0169","GENE0169_HUMAN","P98637","Protein GENE0169",0.0339,0.265228,0.126818,0.2231,0.8968,3,5,FALSE,FALSE,FALSE
"GENE2001","GENE2001_HUMAN","P87974","Protein GENE2001",-1.0689,0.126075,0.028067,0.8798,1.5518,3,3,TRUE,TRUE,TRUE
"GENE2018","GENE2018_HUMAN","P20519","Protein GENE2018",2.3216,0.070408,0.035512,0.7856,1.4496,6,4,TRUE,FALSE,TRUE
"GENE2478","GENE2478_HUMAN","P67928","Protein GENE2478",0.5772,1,0.678786,0,0.1683,6,4,TRUE,FALSE,FALSE
"GENE1299","GENE1299_HUMAN","P89363","Protein GENE1299",-1.193,0.097821,0.026979,1.0265,1.569,5,3,FALSE,FALSE,TRUE
"GENE1140","GENE1140_HUMAN","P38199","Protein GENE1140",-0.0891,1,0.983243,0,0.0073,6,3,FALSE,FALSE,FALSE
"GENE0105","GENE0105_HUMAN","P25549","Protein GENE0105",0.4726,1,0.711688,0,0.1477,6,5,FALSE,FALSE,FALSE
"GENE0887","GENE0887_HUMAN","P98300","Protein GENE0887",-3.7014,0.11444,0.048171,1.0875,1.3172,2,6,FALSE,FALSE,TRUE
"GENE0371","GENE0371_HUMAN","P29063","Protein GENE0371",-0.1985,1,0.939921,0,0.0269,4,6,FALSE,FALSE,FALSE
"GENE0035","GENE0035_HUMAN","P65134","Protein GENE0035",-0.6372,1,0.711215,0.0564,0.148,6,5,FALSE,FALSE,FALSE
"GENE0197","GENE0197_HUMAN","P50542","Protein GENE0197",-0.3886,1,0.538508,0.0347,0.2688,3,4,FALSE,FALSE,FALSE
"GENE2026","GENE2026_HUMAN","P54494","Protein GENE2026",-0.2723,0.942371,0.284116,0,0.5465,2,5,FALSE,FALSE,FALSE
"GENE1394","GENE1394_HUMAN","P37516","Protein GENE1394",-0.1044,1,0.962902,0,0.0164,3,5,FALSE,FALSE,FALSE
"GENE1383","GENE1383_HUMAN","P45521","Protein GENE1383",-0.0765,1,0.637715,0,0.1954,3,4,FALSE,FALSE,FALSE
"GENE2753","GENE2753_HUMAN","P37426","Protein GENE2753",-0.3561,0.395035,0.114727,0.7425,0.9403,4,6,FALSE,FALSE,FALSE
"GENE1653","GENE1653_HUMAN","P27247","Protein GENE1653",1.1039,1,0.784439,0,0.1054,4,3,TRUE,FALSE,FALSE
"GENE2130","GENE2130_HUMAN","P23771","Protein GENE2130",-0.1427,0.337724,0.164402,0.1979,0.7841,4,4,FALSE,FALSE,FALSE
"GENE0107","GENE0107_HUMAN","P40154","Protein GENE0107",-0.0952,0.447595,0.223858,0.0131,0.65,2,6,FALSE,FALSE,FALSE
"GENE0676","GENE0676_HUMAN","P56528","Protein GENE0676",0.2754,1,0.375971,0,0.4248,6,2,FALSE,FALSE,FALSE
"GENE2087","GENE2087_HUMAN","P28254","Protein GENE2087",0.3063,0.93461,0.790685,0,0.102,4,2,FALSE,FALSE,FALSE
"GENE1024","GENE1024_HUMAN","P00758","Protein GENE1024",0.0946,1,0.830792,0,0.0805,4,2,FALSE,FALSE,FALSE
"GENE1880","GENE1880_HUMAN","P43151","Protein GENE1880",-0.1658,1,0.277729,0.4048,0.5564,4,3,TRUE,FALSE,FALSE
"GENE0492","GENE0492_HUMAN","P56923","Protein GENE0492",0.2795,0.309212,0.236688,0.1744,0.6258,2,2,TRUE,FALSE,FALSE
"GENE2852","GENE2852_HUMAN","P40694","Protein GENE2852",-0.4697,1,0.979306,0,0.0091,2,2,FALSE,FALSE,FALSE
"GENE2515","GENE2515_HUMAN","P76800","Protein GENE2515",-2.4561,0.144329,0.039434,0.9698,1.4041,3,4,FALSE,FALSE,TRUE
"GENE0627","GENE0627_HUMAN","P32258","Protein GENE0627",-4.096,0.141553,0.036524,1.2858,1.4374,4,2,FALSE,FALSE,TRUE
"GENE2078","GENE2078_HUMAN","P43790","Protein GENE2078",-0.6323,1,0.351211,0.2253,0.4544,2,4,FALSE,FALSE,FALSE
"GENE2608","GENE2608_HUMAN","P33682","Protein GENE2608",-0.4352,1,0.777436,0,0.1093,3,4,FALSE,FALSE,FALSE
"GENE2254","GENE2254_HUMAN","P33424","Protein GENE2254",0.0549,0.550536,0.520939,0,0.2832,4,4,TRUE,FALSE,FALSE
"GENE0853","GENE0853_HUMAN","P11968","Protein GENE0853",-0.312,0.304853,0.119928,0.46,0.9211,6,5,FALSE,FALSE,FALSE
"GENE1198","GENE1198_HUMAN","P02776","Protein GENE1198",-0.2289,1,0.902285,0,0.0447,4,4,FALSE,FALSE,FALSE
"GENE2054","GENE2054_HUMAN","P51009","Protein GENE2054",0.326,1,0.663564,0,0.1781,6,5,FALSE,FALSE,FALSE
"GENE0063","GENE0063_HUMAN","P99265","Protein GENE0063",0.257,1,0.699992,0.0771,0.1549,3,5,FALSE,FALSE,FALSE
"GENE2818","GENE2818_HUMAN","P86141","Protein GENE2818",-0.1383,1,0.957124,0,0.019,6,6,FALSE,FALSE,FALSE
"GENE1471","GENE1471_HUMAN","P55697","Protein GENE1471",-0.0458,1,0.362634,0,0.4405,6,3,FALSE,FALSE,FALSE
"GENE2371","GENE2371_HUMAN","P54790","Protein GENE2371",0.8131,1,0.811092,0.0276,0.0909,4,3,FALSE,TRUE,FALSE
"GENE1926","GENE1926_HUMAN","P42905","Protein GENE1926",-0.5237,1,0.968105,0,0.0141,2,4,FALSE,FALSE,FALSE
"GENE0343","GENE0343_HUMAN","P73229","Protein GENE0343",0.5093,0.036825,0.007861,1.4368,2.1045,4,2,FALSE,TRUE,TRUE
"GENE2809","GENE2809_HUMAN","P99967","Protein GENE2809",-2.1477,0.089386,0.031584,0.907,1.5005,4,6,FALSE,TRUE,TRUE
"GENE2887","GENE2887_HUMAN","P64581","Protein GENE2887",0.5104,0.047367,0.033731,1.3055,1.472,3,6,FALSE,FALSE,TRUE
"GENE2875","GENE2875_HUMAN","P72644","Protein GENE2875",-0.2124,0.420556,0.13281,0.8144,0.8768,6,6,FALSE,FALSE,FALSE
"GENE1460","GENE1460_HUMAN","P05003","Protein GENE1460",0.9098,1,0.630022,0,0.2006,6,2,FALSE,FALSE,FALSE
"GENE2650","GENE2650_HUMAN","P75442","Protein GENE2650",0.2874,1,0.734395,0,0.1341,3,5,FALSE,FALSE,FALSE
"GENE0626","GENE0626_HUMAN","P42806","Protein GENE0626",-0.0475,0.136308,0.118402,0.3957,0.9266,4,6,FALSE,FALSE,FALSE
"GENE0099","GENE0099_HUMAN","P28403","Protein GENE0099",0.2967,1,0.618793,0.098,0.2085,4,3,FALSE,FALSE,FALSE
"GENE0511","GENE0511_HUMAN","P61950","Protein GENE0511",0.166,1,0.986759,0,0.0058,4,2,FALSE,FALSE,FALSE
"GENE0899","GENE0899_HUMAN","P81707","Protein GENE0899",-0.3405,1,0.66324,0.1677,0.1783,5,2,FALSE,FALSE,FALSE
"GENE0457","GENE0457_HUMAN","P05474","Protein GENE0457",-0.788,0.105453,0.034664,0.9133,1.4601,4,6,FALSE,FALSE,TRUE
"GENE0309","GENE0309_HUMAN","P19574","Protein GENE0309",-4.3127,0.036563,0.009037,1.3474,2.044,2,5,FALSE,FALSE,TRUE
"GENE0631","GENE0631_HUMAN","P26216","Protein GENE0631",3.5561,0.044061,0.008945,1.9384,2.0484,5,4,FALSE,FALSE,TRUE
"GENE1194","GENE1194_HUMAN","P65666","Protein GENE1194",-0.1645,0.258323,0.157205,0.5849,0.8035,4,6,FALSE,FALSE,FALSE
"GENE1348","GENE1348_HUMAN","P96038","Protein GENE1348",0.6188,1,0.845687,0,0.0728,4,2,FALSE,FALSE,FALSE
"GENE0608","GENE0608_HUMAN","P15638","Protein GENE0608",-2.5109,0.047352,0.045589,0.7579,1.3411,3,3,FALSE,FALSE,TRUE
"GENE2270","GENE2270_HUMAN","P23485","Protein GENE2270",0.2231,0.255578,0.116879,0.4631,0.9323,3,6,FALSE,FALSE,FALSE
"GENE2007","GENE2007_HUMAN","P64611","Protein GENE2007",0.4215,0.944034,0.470998,0,0.327,5,2,FALSE,FALSE,FALSE
"GENE0938","GENE0938_HUMAN","P32046","Protein GENE0938",-0.0579,1,0.643521,0,0.1914,6,2,TRUE,FALSE,FALSE
"GENE1171","GENE1171_HUMAN","P33616","Protein GENE1171",-0.665,1,0.573044,0,0.2418,2,3,FALSE,FALSE,FALSE
"GENE2666","GENE2666_HUMAN","P70063","Protein GENE2666",3.5181,0.14095,0.029672,0.9271,1.5276,3,5,FALSE,FALSE,TRUE
"GENE0578","GENE0578_HUMAN","P72700","Protein GENE0578",-0.3609,0.123488,0.061529,0.762,1.2109,4,3,FALSE,FALSE,FALSE
"GENE1042","GENE1042_HUMAN","P10772","Protein GENE1042",0.8409,0.204603,0.070499,0.5849,1.1518,3,6,FALSE,FALSE,FALSE
"GENE0121","GENE0121_HUMAN","P60130","Protein GENE0121",-0.2889,1,0.51371,0,0.2893,3,4,FALSE,TRUE,FALSE
"GENE0269","GENE0269_HUMAN","P37832","Protein GENE0269",0.3729,1,0.422689,0,0.374,5,5,FALSE,FALSE,FALSE
"GENE2776","GENE2776_HUMAN","P22938","Protein GENE2776",0.2035,0.649034,0.346364,0,0.4605,6,4,FALSE,FALSE,FALSE
"MED23","MED23_HUMAN","P07736","Protein MED23",3.3678,0.002047,0.001279,2.3093,2.8932,6,5,TRUE,TRUE,TRUE
"GENE1762","GENE1762_HUMAN","P34009","Protein GENE1762",0.3191,1,0.594836,0,0.2256,5,3,FALSE,FALSE,FALSE
"GENE0792","GENE0792_HUMAN","P68939","Protein GENE0792",-0.1128,1,0.365895,0.2884,0.4366,4,4,FALSE,FALSE,FALSE
"GENE2881","GENE2881_HUMAN","P14886","Protein GENE2881",0.1655,0.729683,0.542622,0,0.2655,4,2,FALSE,FALSE,FALSE
"GENE0311","GENE0311_HUMAN","P28370","Protein GENE0311",0.0944,0.614631,0.156594,0.6947,0.8052,3,4,FALSE,TRUE,FALSE
"GENE2833","GENE2833_HUMAN","P25640","Protein GENE2833",-0.2929,0.170402,0.13874,0.2458,0.8578,6,6,FALSE,FALSE,FALSE
"GENE2899","GENE2899_HUMAN","P81891","Protein GENE2899",-0.3573,0.72978,0.432436,0.0934,0.3641,4,3,FALSE,FALSE,FALSE
"GENE2805","GENE2805_HUMAN","P68089","Protein GENE2805",-0.5279,0.56882,0.554234,0,0.2563,4,4,FALSE,FALSE,FALSE
"GENE0157","GENE0157_HUMAN","P03193","Protein GENE0157",-0.3205,1,0.78459,0,0.1054,5,3,FALSE,FALSE,FALSE
"GENE1582","GENE1582_HUMAN","P91163","Protein GENE1582",-0.6985,0.037362,0.008859,1.578,2.0526,2,4,FALSE,FALSE,TRUE
"GENE1127","GENE1127_HUMAN","P21087","Protein GENE1127",0.9303,0.215068,0.163928,0.5638,0.7853,5,5,FALSE,TRUE,FALSE
"GENE1754","GENE1754_HUMAN","P48084","Protein GENE1754",-0.2444,0.424207,0.132074,0.4746,0.8792,3,6,FALSE,FALSE,FALSE
"GENE1984","GENE1984_HUMAN","P74517","Protein GENE1984",0.2912,1,0.916363,0,0.0379,2,3,FALSE,FALSE,FALSE
"GENE0538","GENE0538_HUMAN","P13418","Protein GENE0538",-0.2846,1,0.881361,0,0.0548,5,6,FALSE,FALSE,FALSE
"GENE0396","GENE0396_HUMAN","P60345","Protein GENE0396",0.5318,1,0.592395,0,0.2274,5,2,FALSE,FALSE,FALSE
"GENE2582","GENE2582_HUMAN","P82004","Protein GENE2582",0.4802,1,0.786417,0,0.1043,5,4,FALSE,FALSE,FALSE
"GENE1616","GENE1616_HUMAN","P98702","Protein GENE1616",3.9291,0.049836,0.045185,0.8964,1.345,2,5,FALSE,FALSE,TRUE
"GENE0177","GENE0177_HUMAN","P82212","Protein GENE0177",-0.3323,0.653156,0.253013,0.2988,0.5969,2,4,FALSE,TRUE,FALSE
"GENE1565","GENE1565_HUMAN","P20866","Protein GENE1565",0.5829,0.307889,0.155215,0.354,0.8091,6,4,FALSE,FALSE,FALSE
"GENE2467","GENE2467_HUMAN","P15961","Protein GENE2467",0.1262,1,0.490078,0,0.3097,3,2,FALSE,FALSE,FALSE
"GENE0810","GENE0810_HUMAN","P43507","Protein GENE0810",0.26,1,0.29319,0,0.5329,3,3,FALSE,FALSE,FALSE
"GENE0175","GENE0175_HUMAN","P26583","Protein GENE0175",0.0089,1,0.987939,0,0.0053,3,5,FALSE,FALSE,FALSE
"GENE0950","GENE0950_HUMAN","P75935","Protein GENE0950",0.1559,1,0.317592,0,0.4981,2,3,FALSE,FALSE,FALSE
"GENE1130","GENE1130_HUMAN","P05003","Protein GENE1130",0.5187,1,0.744129,0,0.1284,5,3,FALSE,FALSE,FALSE
"GENE2380","GENE2380_HUMAN","P47031","Protein GENE2380",0.4147,1,0.931257,0,0.0309,3,2,FALSE,FALSE,FALSE
"GENE2170","GENE2170_HUMAN","P52613","Protein GENE2170",0.5359,1,0.734559,0,0.134,2,5,FALSE,FALSE,FALSE
"GENE1570","GENE1570_HUMAN","P51899","Protein GENE1570",-0.4,1,0.44281,0,0.3538,2,4,FALSE,FALSE,FALSE
"GENE1305","GENE1305_HUMAN","P13129","Protein GENE1305",0.7685,0.259932,0.220247,0.1126,0.6571,2,2,FALSE,FALSE,FALSE
"GENE2343","GENE2343_HUMAN","P41093","Protein GENE2343",-2.6587,0.055974,0.02582,0.9317,1.588,6,6,FALSE,FALSE,TRUE
"GENE2019","GENE2019_HUMAN","P89752","Protein GENE2019",-0.1116,0.314237,0.089174,0.7301,1.0498,4,3,FALSE,FALSE,FALSE
"GENE0183","GENE0183_HUMAN","P92672","Protein GENE0183",0.3741,1,0.359618,0,0.4442,4,6,FALSE,FALSE,FALSE
"GENE2225","GENE2225_HUMAN","P07631","Protein GENE2225",-0.1093,1,0.273714,0,0.5627,4,4,TRUE,FALSE,FALSE
"GENE0574","GENE0574_HUMAN","P57799","Protein GENE0574",-0.1864,1,0.679993,0,0.1675,4,5,FALSE,FALSE,FALSE
"GENE0581","GENE0581_HUMAN","P04971","Protein GENE0581",0.2012,1,0.975535,0,0.0108,3,6,FALSE,FALSE,FALSE
"PKN3","PKN3_HUMAN","P89557","Protein PKN3",3.2058,0.081326,0.032479,1.3414,1.4884,6,4,FALSE,FALSE,TRUE
"GENE0069","GENE0069_HUMAN","P70829","Protein GENE0069",-0.107,1,0.382172,0,0.4177,3,3,FALSE,TRUE,FALSE
"GENE0477","GENE0477_HUMAN","P10000","Protein GENE0477",0.5853,1,0.912514,0,0.0398,3,6,FALSE,FALSE,FALSE
"GENE0298","GENE0298_HUMAN","P55680","Protein GENE0298",1.3853,0.119702,0.037543,0.7924,1.4255,3,4,FALSE,FALSE,TRUE
"GPATCH1","GPATCH1_HUMAN","P87566","Protein GPATCH1",0.5062,0.421679,0.088077,0.7509,1.0551,4,4,FALSE,FALSE,FALSE
"GENE0835","GENE0835_HUMAN","P72404","Protein GENE0835",4.4,0.03963,0.018222,1.4213,1.7394,5,5,FALSE,FALSE,TRUE
"GENE1163","GENE1163_HUMAN","P34497","Protein GENE1163",-0.6335,1,0.481967,0,0.317,3,5,TRUE,FALSE,FALSE
"GENE1138","GENE1138_HUMAN","P38971","Protein GENE1138",-0.0755,1,0.364431,0,0.4384,4,4,FALSE,FALSE,FALSE
"GENE1579","GENE1579_HUMAN","P61206","Protein GENE1579",0.3614,0.718586,0.156674,0.1807,0.805,5,6,FALSE,FALSE,FALSE
"GENE2530","GENE2530_HUMAN","P86044","Protein GENE2530",-0.556,1,0.607454,0.0806,0.2165,4,6,FALSE,FALSE,FALSE
"GENE1813","GENE1813_HUMAN","P98719","Protein GENE1813",0.5452,0.391412,0.155162,0.1623,0.8092,2,5,FALSE,TRUE,FALSE
"GENE0233","GENE0233_HUMAN","P55256","Protein GENE0233",0.3743,1,0.389959,0,0.409,3,5,TRUE,FALSE,FALSE
"GENE1761","GENE1761_HUMAN","P40339","Protein GENE1761",0.6446,0.200921,0.047837,0.7538,1.3202,4,4,FALSE,FALSE,TRUE
"GENE0982","GENE0982_HUMAN","P88789","Protein GENE0982",0.2485,1,0.341045,0,0.4672,4,5,FALSE,FALSE,FALSE
"GENE2549","GENE2549_HUMAN","P35427","Protein GENE2549",-2.5806,0.096806,0.019989,1.4362,1.6992,2,5,FALSE,FALSE,TRUE
"GENE1203","GENE1203_HUMAN","P72148","Protein GENE1203",0.3057,1,0.857652,0,0.0667,6,6,FALSE,FALSE,FALSE
"GENE1128","GENE1128_HUMAN","P73957","Protein GENE1128",0.1011,1,0.621139,0,0.2068,3,5,FALSE,FALSE,FALSE
"GENE1638","GENE1638_HUMAN","P06858","Protein GENE1638",0.4955,0.282645,0.169392,0.2806,0.7711,4,3,TRUE,FALSE,FALSE
"GENE2711","GENE2711_HUMAN","P68665","Protein GENE2711",-0.0648,0.414685,0.383758,0.2029,0.4159,4,4,TRUE,FALSE,FALSE
"GENE2366","GENE2366_HUMAN","P84408","Protein GENE2366",-0.3699,1,0.449333,0,0.3474,6,3,FALSE,FALSE,FALSE
"GENE2009","GENE2009_HUMAN","P44775","Protein GENE2009",3.9157,0.045208,0.022954,1.4346,1.6391,5,5,FALSE,FALSE,TRUE
"GENE1675","GENE1675_HUMAN","P73006","Protein GENE1675",0.2632,1,0.762004,0,0.118,2,2,FALSE,FALSE,FALSE
"GENE2479","GENE2479_HUMAN","P58643","Protein GENE2479",0.3925,1,0.845975,0,0.0726,4,3,FALSE,FALSE,FALSE
"GENE1400","GENE1400_HUMAN","P63559","Protein GENE1400",0.5607,1,0.606324,0,0.2173,5,3,FALSE,FALSE,FALSE
"GENE0651","GENE0651_HUMAN","P97248","Protein GENE0651",0.4768,1,0.323159,0.3177,0.4906,6,4,FALSE,FALSE,FALSE
"GENE1738","GENE1738_HUMAN","P99633","Protein GENE1738",0.0168,1,0.476379,0.0432,0.322,2,5,FALSE,FALSE,FALSE
"GENE2359","GENE2359_HUMAN","P31981","Protein GENE2359",0.8235,1,0.620875,0,0.207,4,6,FALSE,FALSE,FALSE
"GENE1162","GENE1162_HUMAN","P28763","Protein GENE1162",-0.0912,0.39034,0.322061,0,0.4921,2,6,FALSE,FALSE,FALSE
"GENE2624","GENE2624_HUMAN","P56614","Protein GENE2624",0.1485,1,0.887872,0,0.0516,4,4,FALSE,FALSE,FALSE
"GENE0016","GENE0016_HUMAN","P78448","Protein GENE0016",2.5853,0.038324,0.024473,1.2818,1.6113,4,2,FALSE,FALSE,TRUE
"GENE1863","GENE1863_HUMAN","P17916","Protein GENE1863",-2.211,0.081918,0.038101,0.8367,1.4191,5,5,TRUE,FALSE,TRUE
"GENE1916","GENE1916_HUMAN","P40620","Protein GENE1916",-0.6877,0.089336,0.061838,0.7123,1.2087,5,3,FALSE,FALSE,FALSE
"GENE2882","GENE2882_HUMAN","P29236","Protein GENE2882",0.6908,0.162793,0.071315,0.9535,1.1468,3,3,FALSE,FALSE,FALSE
"GENE2287","GENE2287_HUMAN","P32300","Protein GENE2287",0.0722,0.195226,0.194169,0.2817,0.7118,3,2,FALSE,FALSE,FALSE
"GENE0934","GENE0934_HUMAN","P80770","Protein GENE0934",0.3723,0.402735,0.17227,0.4177,0.7638,5,5,FALSE,FALSE,FALSE
"GENE1962","GENE1962_HUMAN","P10657","Protein GENE1962",0.4936,1,0.456135,0,0.3409,6,2,FALSE,FALSE,FALSE
"GENE1327","GENE1327_HUMAN","P14896","Protein GENE1327",0.3673,0.380156,0.285891,0.1144,0.5438,2,4,TRUE,FALSE,FALSE
"GENE0259","GENE0259_HUMAN","P08079","Protein GENE0259",-0.3364,0.416002,0.225855,0.0847,0.6462,2,2,FALSE,FALSE,FALSE
