"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE1632","GENE1632_HUMAN","P85094","Protein GENE1632",0.2927,0.294802,0.198098,0.0905,0.7031,5,4,FALSE,FALSE,FALSE
"GENE0280","GENE0280_HUMAN","P31733","Protein GENE0280",-0.5696,1,0.921265,0,0.0356,4,5,FALSE,FALSE,FALSE
"GENE1112","GENE1112_HUMAN","P46567","Protein GENE1112",0.5806,1,0.66558,0.1392,0.1768,3,4,FALSE,FALSE,FALSE
"GENE0529","GENE0529_HUMAN","P21129","Protein GENE0529",0.0524,1,0.626216,0,0.2033,5,3,FALSE,FALSE,FALSE
"GENE1925","GENE1925_HUMAN","P56832","Protein GENE1925",-0.6321,1,0.784006,0,0.1057,3,3,FALSE,FALSE,FALSE
"GENE0246","GENE0246_HUMAN","P92379","Protein GENE0246",-0.0788,0.612454,0.484273,0,0.3149,6,5,TRUE,FALSE,FALSE
"GENE0381","GENE0381_HUMAN","P25729","Protein GENE0381",0.2444,1,0.417285,0.2354,0.3796,3,2,FALSE,FALSE,FALSE
"GENE0175","GENE0175_HUMAN","P98564","Protein GENE0175",-0.1058,0.628624,0.381634,0.2382,0.4184,2,2,FALSE,FALSE,FALSE
"GENE0010","GENE0010_HUMAN","P84695","Protein GENE0010",2.8388,0.042527,0.014728,1.6551,1.8318,6,6,FALSE,FALSE,TRUE
"GENE1451","GENE1451_HUMAN","P54350","Protein GENE1451",-0.1488,1,0.306404,0.0166,0.5137,3,5,FALSE,FALSE,FALSE
"GENE0244","GENE0244_HUMAN","P73417","Protein GENE0244",0.0506,0.252166,0.189475,0.5177,0.7224,4,6,FALSE,FALSE,FALSE
"GENE2143","GENE2143_HUMAN","P57451","Protein GENE2143",-0.3291,0.590371,0.278959,0,0.5545,4,5,TRUE,FALSE,FALSE
"GENE2591","GENE2591_HUMAN","P94941","Protein GENE2591",-0.1486,1,0.633901,0,0.198,5,6,FALSE,FALSE,FALSE
"GENE0171","GENE0171_HUMAN","P38469","Protein GENE0171",0.1688,1,0.939157,0,0.0273,6,6,FALSE,FALSE,FALSE
"GENE1312","GENE1312_HUMAN","P65576","Protein GENE1312",-0.3199,1,0.997388,0,0.0011,3,3,TRUE,FALSE,FALSE
"GENE0400","GENE0400_HUMAN","P04177","Protein GENE0400",0.0975,1,0.43244,0.252,0.3641,5,3,TRUE,FALSE,FALSE
"GENE2899","GENE2899_HUMAN","P85349","Protein GENE2899",-0.4351,0.141333,0.076908,1.037,1.114,6,5,FALSE,FALSE,FALSE
"GENE2171","GENE2171_HUMAN","P11113","Protein GENE2171",0.7656,1,0.874977,0,0.058,3,5,FALSE,FALSE,FALSE
"GENE1658","GENE1658_HUMAN","P53846","Protein GENE1658",0.5559,0.984917,0.261215,0.3834,0.583,5,3,FALSE,FALSE,FALSE
"GENE2259","GENE2259_HUMAN","P36048","Protein GENE2259",-0.3191,1,0.802228,0,0.0957,5,3,FALSE,FALSE,FALSE
"GENE0081","GENE0081_HUMAN","P79700","Protein GENE0081",0.1545,1,0.506892,0.2871,0.2951,3,5,FALSE,FALSE,FALSE
"DDX5","DDX5_HUMAN","P83857","Protein DDX5",-0.0012,1,0.803518,0,0.095,5,5,FALSE,FALSE,FALSE
"GENE0537","GENE0537_HUMAN","P10252","Protein GENE0537",0.2074,1,0.52532,0.2174,0.2796,6,4,FALSE,FALSE,FALSE
"GENE0613","GENE0613_HUMAN","P70536","Protein GENE0613",0.4907,1,0.863261,0,0.0639,3,4,FALSE,FALSE,FALSE
"GENE1021","GENE1021_HUMAN","P69003","Protein GENE1021",-0.6536,1,0.977064,0,0.0101,4,3,FALSE,FALSE,FALSE
"GENE1261","GENE1261_HUMAN","P46887","Protein GENE1261",-0.2447,1,0.405159,0,0.3924,5,4,FALSE,FALSE,FALSE
"GENE1315","GENE1315_HUMAN","P88299","Protein GENE1315",-0.05,0.491336,0.152372,0.3898,0.8171,4,3,FALSE,FALSE,FALSE
"GENE0952","GENE0952_HUMAN","P31641","Protein GENE0952",0.1231,0.889002,0.351889,0.2143,0.4536,3,3,FALSE,FALSE,FALSE
"GENE0256","GENE0256_HUMAN","P48715","Protein GENE0256",0.1684,1,0.952613,0,0.0211,4,6,TRUE,FALSE,FALSE
"GENE0402","GENE0402_HUMAN","P69510","Protein GENE0402",-0.3219,1,0.949886,0,0.0223,5,2,FALSE,FALSE,FALSE
"GENE0845","GENE0845_HUMAN","P17398","Protein GENE0845",0.3859,0.765539,0.554029,0,0.2565,2,3,FALSE,FALSE,FALSE
"GENE0950","GENE0950_HUMAN","P48967","Protein GENE0950",-0.5334,0.878088,0.256112,0.3716,0.5916,4,4,FALSE,TRUE,FALSE
"GENE0428","GENE0428_HUMAN","P87440","Protein GENE0428",0.093,0.422596,0.092893,0.9591,1.032,2,6,FALSE,FALSE,FALSE
"GENE1202","GENE1202_HUMAN","P96307","Protein GENE1202",0.3458,1,0.89577,0,0.0478,4,4,TRUE,FALSE,FALSE
"GENE0510","GENE0510_HUMAN","P63619","Protein GENE0510",0.5247,1,0.614384,0,0.2116,2,4,FALSE,FALSE,FALSE
"GENE1924","GENE1924_HUMAN","P26095","Protein GENE1924",-0.024,1,0.639308,0,0.1943,4,4,FALSE,FALSE,FALSE
"GENE1723","GENE1723_HUMAN","P26035","Protein GENE1723",-0.435,0.872778,0.81763,0,0.0874,6,4,FALSE,FALSE,FALSE
"GENE0841","GENE0841_HUMAN","P79949","Protein GENE0841",0.0209,1,0.710386,0,0.1485,2,3,FALSE,FALSE,FALSE
"GENE1184","GENE1184_HUMAN","P06228","Protein GENE1184",0.1925,1,0.765293,0,0.1162,5,4,FALSE,FALSE,FALSE
"GENE0702","GENE0702_HUMAN","P07391","Protein GENE0702",-0.4646,1,0.324203,0,0.4892,2,3,FALSE,FALSE,FALSE
"GENE0172","GENE0172_HUMAN","P89454","Protein GENE0172",0.3089,1,0.937403,0,0.0281,6,2,FALSE,FALSE,FALSE
"GENE2085","GENE2085_HUMAN","P57003","Protein GENE2085",0.1645,0.660789,0.601401,0,0.2208,2,3,FALSE,FALSE,FALSE
"GENE1970","GENE1970_HUMAN","P02929","Protein GENE1970",0.3355,0.87616,0.841663,0,0.0749,4,3,FALSE,FALSE,FALSE
"GENE1051","GENE1051_HUMAN","P09592","Protein GENE1051",0.609,1,0.358086,0,0.446,2,3,FALSE,FALSE,FALSE
"GENE0219","GENE0219_HUMAN","P11800","Protein GENE0219",0.2961,1,0.471915,0,0.3261,6,4,FALSE,FALSE,FALSE
"GENE2282","GENE2282_HUMAN","P70435","Protein GENE2282",-0.5121,0.995645,0.948799,0,0.0228,6,6,TRUE,FALSE,FALSE
"GENE1887","GENE1887_HUMAN","P99723","Protein GENE1887",-0.2435,0.467572,0.108719,0.9178,0.9637,4,4,FALSE,FALSE,FALSE
"GENE1101","GENE1101_HUMAN","P44552","Protein GENE1101",0.3057,0.370255,0.080582,1.0453,1.0938,4,5,FALSE,FALSE,FALSE
"GENE0867","GENE0867_HUMAN","P57035","Protein GENE0867",0.6475,1,0.288821,0.2904,0.5394,2,2,FALSE,FALSE,FALSE
"GENE0523","GENE0523_HUMAN","P84298","Protein GENE0523",-0.1535,0.662896,0.190783,0.1284,0.7195,6,5,FALSE,FALSE,FALSE
"GENE0908","GENE0908_HUMAN","P44378","Protein GENE0908",0.0807,0.945608,0.388917,0.0248,0.4101,6,6,FALSE,TRUE,FALSE
"GENE1065","GENE1065_HUMAN","P06129","Protein GENE1065",0.3829,0.781814,0.506767,0,0.2952,4,3,FALSE,FALSE,FALSE
"GENE0553","GENE0553_HUMAN","P44298","Protein GENE0553",0.0791,1,0.456992,0.1028,0.3401,2,2,FALSE,FALSE,FALSE
"GENE2116","GENE2116_HUMAN","P20443","Protein GENE2116",0.2423,0.593353,0.332137,0.4024,0.4787,5,6,FALSE,FALSE,FALSE
"GENE0083","GENE0083_HUMAN","P03712","Protein GENE0083",0.574,1,0.929617,0,0.0317,6,4,FALSE,FALSE,FALSE
"GENE1457","GENE1457_HUMAN","P10128","Protein GENE1457",0.4929,1,0.838692,0,0.0764,4,4,FALSE,FALSE,FALSE
"GENE0292","GENE0292_HUMAN","P09959","Protein GENE0292",0.2652,0.509975,0.407539,0,0.3898,2,2,TRUE,FALSE,FALSE
"GENE0227","GENE0227_HUMAN","P13724","Protein GENE0227",0.06,1,0.358134,0,0.446,6,4,FALSE,FALSE,FALSE
"GENE0614","GENE0614_HUMAN","P83204","Protein GENE0614",-0.2113,1,0.977235,0,0.01,5,2,FALSE,FALSE,FALSE
"GENE0909","GENE0909_HUMAN","P49613","Protein GENE0909",-0.2879,1,0.24567,0.0894,0.6096,2,2,FALSE,FALSE,FALSE
"GENE2184","GENE2184_HUMAN","P46869","Protein GENE2184",-0.8234,0.570196,0.432117,0,0.3644,6,4,TRUE,FALSE,FALSE
"GENE0869","GENE0869_HUMAN","P27254","Protein GENE0869",-0.1325,0.495979,0.276329,0,0.5586,4,5,FALSE,FALSE,FALSE
"GENE0575","GENE0575_HUMAN","P07393","Protein GENE0575",-0.0937,1,0.499276,0.094,0.3017,3,4,FALSE,FALSE,FALSE
"GENE0583","GENE0583_HUMAN","P19806","Protein GENE0583",-0.5233,1,0.879994,0,0.0555,3,5,FALSE,FALSE,FALSE
"GENE2048","GENE2048_HUMAN","P83827","Protein GENE2048",0.353,0.397415,0.275349,0.2913,0.5601,6,6,FALSE,FALSE,FALSE
"GENE1303","GENE1303_HUMAN","P99706","Protein GENE1303",-0.3044,0.387274,0.224214,0.4204,0.6493,2,4,FALSE,FALSE,FALSE
"GENE0658","GENE0658_HUMAN","P90235","Protein GENE0658",-0.5987,1,0.602176,0,0.2203,6,2,FALSE,FALSE,FALSE
"GENE0863","GENE0863_HUMAN","P39634","Protein GENE0863",0.6693,1,0.491894,0,0.3081,5,2,FALSE,FALSE,FALSE
"GENE2023","GENE2023_HUMAN","P01970","Protein GENE2023",0.4621,1,0.876782,0,0.0571,6,3,FALSE,FALSE,FALSE
"GENE0926","GENE0926_HUMAN","P53889","Protein GENE0926",-0.6169,0.800265,0.499029,0,0.3019,4,3,FALSE,FALSE,FALSE
"GENE1533","GENE1533_HUMAN","P09803","Protein GENE1533",-0.0926,0.701254,0.33795,0,0.4711,5,2,TRUE,FALSE,FALSE
"GENE1464","GENE1464_HUMAN","P76002","Protein GENE1464",0.204,1,0.754649,0,0.1223,3,6,FALSE,FALSE,FALSE
"GENE1941","GENE1941_HUMAN","P99214","Protein GENE1941",0.3214,1,0.375994,0,0.4248,3,6,FALSE,FALSE,FALSE
"GENE0643","GENE0643_HUMAN","P43074","Protein GENE0643",2.5246,0.09704,0.023249,1.6041,1.6336,4,3,FALSE,FALSE,TRUE
"GENE0178","GENE0178_HUMAN","P86162","Protein GENE0178",-0.8073,0.609461,0.221103,0.2604,0.6554,2,6,TRUE,FALSE,FALSE
"GENE0976","GENE0976_HUMAN","P57929","Protein GENE0976",0.4429,0.342624,0.099236,0.4444,1.0033,6,3,FALSE,FALSE,FALSE
"GENE1527","GENE1527_HUMAN","P61316","Protein GENE1527",0.6345,0.555587,0.500292,0.0713,0.3008,3,5,FALSE,TRUE,FALSE
"GENE2776","GENE2776_HUMAN","P70742","Protein GENE2776",-0.268,1,0.449914,0,0.3469,3,5,TRUE,FALSE,FALSE
"GENE1483","GENE1483_HUMAN","P65846","Protein GENE1483",-0.1793,1,0.762676,0,0.1177,4,4,TRUE,TRUE,FALSE
"GENE1521","GENE1521_HUMAN","P19825","Protein GENE1521",0.0927,0.757414,0.251325,0.542,0.5998,5,4,FALSE,FALSE,FALSE
"GENE1899","GENE1899_HUMAN","P93894","Protein GENE1899",-0.6523,1,0.389109,0.176,0.4099,5,4,TRUE,FALSE,FALSE
"GENE1534","GENE1534_HUMAN","P29940","Protein GENE1534",0.6157,1,0.423631,0,0.373,6,6,FALSE,FALSE,FALSE
"GENE0469","GENE0469_HUMAN","P31762","Protein GENE0469",-0.1854,1,0.485277,0,0.314,3,2,FALSE,FALSE,FALSE
"GENE1175","GENE1175_HUMAN","P46433","Protein GENE1175",-0.0407,1,0.505715,0,0.2961,4,4,FALSE,FALSE,FALSE
"GENE2622","GENE2622_HUMAN","P36723","Protein GENE2622",-0.4146,1,0.493156,0,0.307,3,5,FALSE,TRUE,FALSE
"GENE1860","GENE1860_HUMAN","P84237","Protein GENE1860",-0.1845,1,0.926614,0.002,0.0331,5,3,FALSE,FALSE,FALSE
"GENE1778","GENE1778_HUMAN","P63408","Protein GENE1778",0.5059,1,0.729897,0,0.1367,6,3,FALSE,FALSE,FALSE
"GENE2334","GENE2334_HUMAN","P80271","Protein GENE2334",0.2047,1,0.915306,0,0.0384,5,6,FALSE,FALSE,FALSE
"GENE1909","GENE1909_HUMAN","P71098","Protein GENE1909",0.2411,1,0.435503,0,0.361,3,4,FALSE,FALSE,FALSE
"GENE1267","GENE1267_HUMAN","P81928","Protein GENE1267",0.1744,1,0.981269,0,0.0082,2,2,FALSE,FALSE,FALSE
"GENE1334","GENE1334_HUMAN","P23064","Protein GENE1334",0.0164,1,0.982217,0,0.0078,5,5,FALSE,FALSE,FALSE
"GENE0940","GENE0940_HUMAN","P82053","Protein GENE0940",0.2473,1,0.85888,0,0.0661,2,3,FALSE,FALSE,FALSE
"GENE0395","GENE0395_HUMAN","P73551","Protein GENE0395",0.1754,0.292638,0.085998,0.5627,1.0655,2,3,FALSE,FALSE,FALSE
"GENE2631","GENE2631_HUMAN","P15640","Protein GENE2631",0.242,0.741614,0.324273,0.2769,0.4891,2,5,FALSE,FALSE,FALSE
"GENE0722","GENE0722_HUMAN","P95758","Protein GENE0722",0.5665,0.255445,0.070918,0.6918,1.1492,5,2,FALSE,FALSE,FALSE
"GENE2755","GENE2755_HUMAN","P15038","Protein GENE2755",-0.0018,0.903122,0.874667,0,0.0582,3,3,FALSE,FALSE,FALSE
"GENE2330","GENE2330_HUMAN","P00018","Protein GENE2330",0.1724,0.927812,0.366433,0,0.436,6,5,TRUE,FALSE,FALSE
"GENE1858","GENE1858_HUMAN","P37523","Protein GENE1858",3.5848,0.088242,0.024826,1.0262,1.6051,5,6,FALSE,FALSE,TRUE
"GENE0037","GENE0037_HUMAN","P53249","Protein GENE0037",0.1464,1,0.76522,0,0.1162,3,3,FALSE,FALSE,FALSE
"GENE2244","GENE2244_HUMAN","P95870","Protein GENE2244",0.6518,1,0.425639,0,0.371,4,5,FALSE,FALSE,FALSE
"GENE2243","GENE2243_HUMAN","P67388","Protein GENE2243",-0.3024,0.806455,0.358507,0,0.4455,2,2,FALSE,FALSE,FALSE
"GENE2751","GENE2751_HUMAN","P84752","Protein GENE2751",-3.8135,0.017673,0.007986,1.5732,2.0977,2,4,FALSE,FALSE,TRUE
"GENE2252","GENE2252_HUMAN","P23975","Protein GENE2252",0.5592,1,0.599921,0.0266,0.2219,3,4,FALSE,FALSE,FALSE
"GENE0974","GENE0974_HUMAN","P00183","Protein GENE0974",0.1047,0.843328,0.326759,0.3775,0.4858,6,3,FALSE,FALSE,FALSE
"GENE1487","GENE1487_HUMAN","P01990","Protein GENE1487",0.063,1,0.502416,0,0.2989,5,4,FALSE,FALSE,FALSE
"GENE2884","GENE2884_HUMAN","P48142","Protein GENE2884",0.4843,0.281926,0.213863,0.3472,0.6699,4,4,FALSE,FALSE,FALSE
"GENE1467","GENE1467_HUMAN","P58432","Protein GENE1467",0.433,1,0.417962,0,0.3789,4,3,FALSE,FALSE,FALSE
"GENE2793","GENE2793_HUMAN","P35142","Protein GENE2793",-0.3381,0.658267,0.498345,0.0382,0.3025,2,6,FALSE,FALSE,FALSE
"GENE2248","GENE2248_HUMAN","P00338","Protein GENE2248",-0.1085,1,0.863751,0,0.0636,3,3,FALSE,FALSE,FALSE
"GENE1382","GENE1382_HUMAN","P20040","Protein GENE1382",-0.2098,1,0.777831,0,0.1091,4,3,FALSE,TRUE,FALSE
"GENE2131","GENE2131_HUMAN","P41078","Protein GENE2131",-0.1805,1,0.614699,0.0365,0.2113,6,6,FALSE,FALSE,FALSE
"GENE1652","GENE1652_HUMAN","P94467","Protein GENE1652",-0.0283,1,0.795335,0,0.0995,2,2,FALSE,FALSE,FALSE
"GENE1513","GENE1513_HUMAN","P17011","Protein GENE1513",0.3392,1,0.884281,0,0.0534,5,4,FALSE,FALSE,FALSE
"GENE2091","GENE2091_HUMAN","P94010","Protein GENE2091",0.2437,1,0.78377,0,0.1058,5,2,FALSE,FALSE,FALSE
"GENE2424","GENE2424_HUMAN","P86121","Protein GENE2424",-1.1322,1,0.4007,0.1539,0.3972,6,5,FALSE,FALSE,FALSE
"GENE1494","GENE1494_HUMAN","P00936","Protein GENE1494",0.4808,0.558101,0.180071,0.5061,0.7446,5,2,FALSE,FALSE,FALSE
"GENE2748","GENE2748_HUMAN","P16910","Protein GENE2748",0.3309,1,0.702712,0,0.1532,6,4,FALSE,FALSE,FALSE
"GENE2550","GENE2550_HUMAN","P95672","Protein GENE2550",0.3228,1,0.599836,0,0.222,5,2,FALSE,FALSE,FALSE
"GENE0788","GENE0788_HUMAN","P57973","Protein GENE0788",0.27,1,0.903376,0,0.0441,2,4,TRUE,TRUE,FALSE
"GENE0391","GENE0391_HUMAN","P73833","Protein GENE0391",0.1452,0.545476,0.243495,0,0.6135,2,4,FALSE,FALSE,FALSE
"GENE2521","GENE2521_HUMAN","P11892","Protein GENE2521",0.4441,1,0.700696,0,0.1545,6,5,FALSE,FALSE,FALSE
"GENE2551","GENE2551_HUMAN","P80703","Protein GENE2551",0.1149,0.529369,0.145968,0.3252,0.8357,2,2,FALSE,FALSE,FALSE
"GENE0588","GENE0588_HUMAN","P06490","Protein GENE0588",-0.0767,0.942351,0.773582,0.0971,0.1115,2,3,FALSE,FALSE,FALSE
"GENE1460","GENE1460_HUMAN","P41747","Protein GENE1460",0.1483,1,0.787132,0.0564,0.104,5,5,FALSE,FALSE,FALSE
"GENE1953","GENE1953_HUMAN","P49383","Protein GENE1953",1.2619,1,0.541079,0.2138,0.2667,4,4,TRUE,FALSE,FALSE
"GENE2585","GENE2585_HUMAN","P47667","Protein GENE2585",1.7247,0.024016,0.007446,1.6734,2.1281,2,5,FALSE,TRUE,TRUE
"GENE2704","GENE2704_HUMAN","P59470","Protein GENE2704",-0.2703,0.413507,0.11146,0.4992,0.9529,3,4,FALSE,FALSE,FALSE
"GENE1503","GENE1503_HUMAN","P27563","Protein GENE1503",0.2242,1,0.306422,0.0845,0.5137,5,2,FALSE,FALSE,FALSE
"GENE1056","GENE1056_HUMAN","P60653","Protein GENE1056",-0.5499,0.703467,0.35391,0.2519,0.4511,2,4,TRUE,FALSE,FALSE
"GENE0368","GENE0368_HUMAN","P14695","Protein GENE0368",0.7929,0.556978,0.185645,0.109,0.7313,3,4,FALSE,FALSE,FALSE
"GENE2451","GENE2451_HUMAN","P43104","Protein GENE2451",0.1117,1,0.818512,0,0.087,6,5,TRUE,FALSE,FALSE
"GENE0465","GENE0465_HUMAN","P46347","Protein GENE0465",0.1057,0.241693,0.131413,0.667,0.8814,5,3,FALSE,TRUE,FALSE
"GENE1756","GENE1756_HUMAN","P70331","Protein GENE1756",-0.4774,1,0.815417,0,0.0886,3,4,FALSE,FALSE,FALSE
"PPP6R1","PPP6R1_HUMAN","P16605","Protein PPP6R1",-3.2991,0.04978,0.0335,1.1564,1.475,2,4,FALSE,FALSE,TRUE
"GENE1540","GENE1540_HUMAN","P75258","Protein GENE1540",0.2929,1,0.62788,0,0.2021,2,4,FALSE,FALSE,FALSE
"GENE1826","GENE1826_HUMAN","P28179","Protein GENE1826",0.3016,0.97753,0.45749,0,0.3396,3,2,FALSE,FALSE,FALSE
"GENE2654","GENE2654_HUMAN","P33307","Protein GENE2654",0.4668,1,0.49533,0,0.3051,2,4,FALSE,FALSE,FALSE
"GENE0251","GENE0251_HUMAN","P42863","Protein GENE0251",-0.2734,1,0.829282,0,0.0813,3,3,FALSE,TRUE,FALSE
"GENE1738","GENE1738_HUMAN","P20365","Protein GENE1738",-0.0497,1,0.525033,0,0.2798,5,6,FALSE,FALSE,FALSE
"GENE0811","GENE0811_HUMAN","P81723","Protein GENE0811",-0.178,1,0.881148,0,0.055,5,3,FALSE,FALSE,FALSE
"GENE2502","GENE2502_HUMAN","P76072","Protein GENE2502",-0.6127,0.450237,0.160437,0.2211,0.7947,4,5,FALSE,TRUE,FALSE
"GENE1976","GENE1976_HUMAN","P39064","Protein GENE1976",-0.2375,1,0.89883,0,0.0463,4,4,FALSE,FALSE,FALSE
"GENE2363","GENE2363_HUMAN","P26415","Protein GENE2363",0.3222,1,0.607238,0,0.2166,5,2,FALSE,FALSE,FALSE
"GENE1152","GENE1152_HUMAN","P46787","Protein GENE1152",0.0522,1,0.98049,0,0.0086,5,3,FALSE,FALSE,FALSE
"GENE0102","GENE0102_HUMAN","P28056","Protein GENE0102",0.4252,1,0.995128,0,0.0021,3,2,FALSE,FALSE,FALSE
"GENE2089","GENE2089_HUMAN","P24896","Protein GENE2089",-0.7003,1,0.554789,0,0.2559,4,4,FALSE,FALSE,FALSE
"GENE0426","GENE0426_HUMAN","P65304","Protein GENE0426",0.2441,1,0.575427,0,0.24,2,4,FALSE,FALSE,FALSE
"GENE0681","GENE0681_HUMAN","P12369","Protein GENE0681",-0.5898,1,0.753113,0,0.1231,6,2,FALSE,FALSE,FALSE
"GENE2335","GENE2335_HUMAN","P80884","Protein GENE2335",-0.6245,0.447821,0.114384,0.6024,0.9416,6,6,FALSE,FALSE,FALSE
"GENE1284","GENE1284_HUMAN","P71673","Protein GENE1284",0.1078,1,0.649318,0,0.1875,5,6,FALSE,FALSE,FALSE
"GENE2851","GENE2851_HUMAN","P61552","Protein GENE2851",-0.7745,0.628463,0.199065,0.5535,0.701,5,3,FALSE,TRUE,FALSE
"GENE2821","GENE2821_HUMAN","P07424","Protein GENE2821",-0.0514,0.242294,0.111845,0.3321,0.9514,5,4,TRUE,FALSE,FALSE
"GENE0712","GENE0712_HUMAN","P10056","Protein GENE0712",-0.311,0.503772,0.493029,0,0.3071,5,6,FALSE,FALSE,FALSE
"GENE2261","GENE2261_HUMAN","P69864","Protein GENE2261",-0.1557,1,0.825487,0,0.0833,2,5,FALSE,TRUE,FALSE
"GENE0415","GENE0415_HUMAN","P28640","Protein GENE0415",-0.3422,1,0.990882,0,0.004,5,4,FALSE,FALSE,FALSE
"GENE0314","GENE0314_HUMAN","P03676","Protein GENE0314",0.274,1,0.802418,0,0.0956,6,2,TRUE,FALSE,FALSE
"GENE1390","GENE1390_HUMAN","P22931","Protein GENE1390",-0.2604,1,0.551029,0,0.2588,3,2,FALSE,FALSE,FALSE
"GENE1097","GENE1097_HUMAN","P21129","Protein GENE1097",0.1756,0.18572,0.094171,0.3401,1.0261,3,5,FALSE,FALSE,FALSE
"GENE1569","GENE1569_HUMAN","P07518","Protein GENE1569",-0.2177,0.445958,0.184181,0.1836,0.7348,4,2,FALSE,FALSE,FALSE
"GENE2849","GENE2849_HUMAN","P60507","Protein GENE2849",0.6562,0.454073,0.181521,0.1734,0.7411,2,3,FALSE,FALSE,FALSE
"GENE1074","GENE1074_HUMAN","P96635","Protein GENE1074",-0.0975,1,0.355911,0.3821,0.4487,4,4,FALSE,FALSE,FALSE
"GENE0085","GENE0085_HUMAN","P06243","Protein GENE0085",-0.1745,1,0.73332,0,0.1347,2,2,FALSE,FALSE,FALSE
"GENE0600","GENE0600_HUMAN","P22718","Protein GENE0600",0.3114,1,0.270014,0.3266,0.5686,4,4,FALSE,TRUE,FALSE
"GENE0901","GENE0901_HUMAN","P46236","Protein GENE0901",0.8101,0.925367,0.239481,0.0656,0.6207,2,2,FALSE,FALSE,FALSE
"GENE1902","GENE1902_HUMAN","P68602","Protein GENE1902",-0.2171,1,0.920559,0,0.0359,5,5,FALSE,FALSE,FALSE
"GENE1004","GENE1004_HUMAN","P15821","Protein GENE1004",0.726,1,0.734367,0,0.1341,3,6,FALSE,TRUE,FALSE
"GENE2148","GENE2148_HUMAN","P19897","Protein GENE2148",-0.1091,1,0.261945,0,0.5818,6,2,FALSE,FALSE,FALSE
"GENE1517","GENE1517_HUMAN","P38212","Protein GENE1517",-0.0868,1,0.731209,0,0.136,4,5,TRUE,FALSE,FALSE
"GENE1994","GENE1994_HUMAN","P19251","Protein GENE1994",-0.0071,1,0.646111,0,0.1897,5,5,FALSE,FALSE,FALSE
"GENE1896","GENE1896_HUMAN","P71165","Protein GENE1896",0.4908,0.324314,0.305357,0.3876,0.5152,3,4,FALSE,FALSE,FALSE
"GENE1343","GENE1343_HUMAN","P68752","Protein GENE1343",-0.3978,0.782566,0.739152,0,0.1313,4,3,FALSE,FALSE,FALSE
"GENE1863","GENE1863_HUMAN","P59963","Protein GENE1863",0.826,0.78645,0.22956,0.0141,0.6391,6,4,TRUE,FALSE,FALSE
"GENE1076","GENE1076_HUMAN","P46434","Protein GENE1076",0.1448,1,0.546061,0,0.2628,6,5,FALSE,TRUE,FALSE
"GENE0240","GENE0240_HUMAN","P83933","Protein GENE0240",0.3379,0.751508,0.199331,0.0978,0.7004,6,2,FALSE,FALSE,FALSE
"GENE2858","GENE2858_HUMAN","P52716","Protein GENE2858",0.1586,1,0.848659,0,0.0713,4,5,FALSE,FALSE,FALSE
"GENE1046","GENE1046_HUMAN","P82259","Protein GENE1046",-0.5136,1,0.994193,0,0.0025,6,2,TRUE,FALSE,FALSE
"GENE0914","GENE0914_HUMAN","P50239","Protein GENE0914",0.0576,1,0.756873,0.0055,0.121,2,6,FALSE,FALSE,FALSE
"GENE1986","GENE1986_HUMAN","P42260","Protein GENE1986",0.276,1,0.765754,0,0.1159,3,3,FALSE,FALSE,FALSE
"GENE0104","GENE0104_HUMAN","P30688","Protein GENE0104",-0.0378,1,0.292805,0,0.5334,2,5,FALSE,FALSE,FALSE
"GENE1908","GENE1908_HUMAN","P84197","Protein GENE1908",0.8419,1,0.586929,0,0.2314,4,4,FALSE,FALSE,FALSE
"GENE0819","GENE0819_HUMAN","P12172","Protein GENE0819",0.189,1,0.658025,0,0.1818,2,5,FALSE,FALSE,FALSE
"GENE2033","GENE2033_HUMAN","P95803","Protein GENE2033",0.4118,1,0.236996,0.0248,0.6253,2,5,FALSE,FALSE,FALSE
"GENE0935","GENE0935_HUMAN","P48753","Protein GENE0935",0.4527,1,0.810741,0,0.0911,6,5,FALSE,TRUE,FALSE
"GENE0593","GENE0593_HUMAN","P05175","Protein GENE0593",-0.3863,1,0.964628,0,0.0156,6,3,FALSE,FALSE,FALSE
"GENE0184","GENE0184_HUMAN","P48769","Protein GENE0184",0.3116,1,0.92841,0,0.0323,5,6,FALSE,FALSE,FALSE
"GENE1204","GENE1204_HUMAN","P93902","Protein GENE1204",-0.3808,0.711901,0.30699,0.0753,0.5129,3,5,FALSE,FALSE,FALSE
"GENE1803","GENE1803_HUMAN","P36708","Protein GENE1803",-0.2665,0.747799,0.206642,0.0568,0.6848,5,3,FALSE,FALSE,FALSE
"GENE0772","GENE0772_HUMAN","P89672","Protein GENE0772",-0.652,1,0.795612,0,0.0993,6,4,FALSE,FALSE,FALSE
"GENE2664","GENE2664_HUMAN","P66891","Protein GENE2664",-0.3841,0.802097,0.598527,0,0.2229,5,5,FALSE,FALSE,FALSE
"GENE1167","GENE1167_HUMAN","P73682","Protein GENE1167",0.0102,1,0.698892,0,0.1556,2,5,FALSE,FALSE,FALSE
"GENE2719","GENE2719_HUMAN","P94825","Protein GENE2719",0.2165,1,0.58754,0,0.231,4,5,FALSE,FALSE,FALSE
